period_month,outlet_id,therapist_id,scheduled_hours,booked_hours,idle_hours,break_hours,recovery_gap_hours,overtime_hours,split_shift_days,coverage_gap_days,worked_days,day_off_days,schedule_stability_score_0_100,workload_density_ratio,max_consecutive_workdays,burnout_exposure_days,day_off_regularity_ratio,recovery_adequacy_ratio,overtime_pressure_ratio,coverage_gap_pressure_ratio,burnout_exposure_ratio,roster_integrity_score_0_100,roster_integrity_band,roster_integrity_note
2018-05-01,MLT_OUTLET_002,TH_004,139.9819,81.86,32.9252,13.9173,0.7587,0.0,0,0,19,11,96.0229,0.713158,4,0,1.0,1.0116,0.0,0.0,0.0,98.72732800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-05-01,MLT_OUTLET_003,TH_005,125.8762,88.2,15.0185,11.6728,0.7655,8.4775,0,1,18,12,71.0752,0.854498,5,1,1.0,1.0206666666666666,0.7064583333333333,0.3333333333333333,0.3333333333333333,74.18698066666667,healthy,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-05-01,MLT_OUTLET_003,TH_006,135.0449,84.77,25.9668,12.718,0.6242,0.0,0,0,17,12,91.3887,0.765509,5,0,1.0,0.8322666666666666,0.0,0.0,0.0,95.23158400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-06-01,MLT_OUTLET_001,TH_001,116.1367,91.02,4.2121,10.1092,0.6208,5.5871,0,1,16,12,67.0907,0.95577,7,1,1.0,0.8277333333333333,0.4655916666666667,0.3333333333333333,0.3333333333333333,74.21687400000002,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-06-01,MLT_OUTLET_001,TH_002,136.1992,95.15,16.5334,14.9072,0.6003,0.0,0,0,20,10,88.9153,0.851962,5,0,1.0,0.8003999999999999,0.0,0.0,0.0,94.057696,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-06-01,MLT_OUTLET_002,TH_003,136.1324,103.12,8.5086,13.9303,0.6575,7.3473,0,1,18,12,64.7285,0.923778,8,1,1.0,0.8766666666666666,0.612275,0.3333333333333333,0.3333333333333333,71.99460333333334,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-06-01,MLT_OUTLET_002,TH_004,97.4814,81.7,0.0,9.2985,0.5242,2.9037,1,1,14,12,54.4447,1.022084,7,1,1.0,0.6989333333333333,0.24197500000000002,0.3333333333333333,0.3333333333333333,70.15518733333334,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-06-01,MLT_OUTLET_003,TH_005,107.5401,85.41,2.7729,9.5731,0.4593,2.1032,1,1,15,12,56.9326,0.968555,7,1,1.0,0.6123999999999999,0.17526666666666668,0.3333333333333333,0.3333333333333333,70.846832,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-06-01,MLT_OUTLET_003,TH_006,162.8502,98.71,34.8272,15.7105,0.709,0.0,0,0,21,9,86.9808,0.739195,4,0,1.0,0.9453333333333332,0.0,0.0,0.0,95.177856,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-07-01,MLT_OUTLET_001,TH_001,106.2312,81.79,5.3196,9.5809,0.7442,0.0,0,0,14,12,82.0045,0.938932,6,0,1.0,0.9922666666666666,0.0,0.0,0.0,94.14864,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-07-01,MLT_OUTLET_001,TH_002,131.9788,103.72,4.5026,13.9954,0.825,0.0,1,1,19,11,71.8693,0.958395,5,1,1.0,1.0999999999999999,0.0,0.3333333333333333,0.3333333333333333,82.73150933333335,healthy,Therapist load is being carried too close to capacity and may not be sustainable.
2018-07-01,MLT_OUTLET_002,TH_003,153.2736,104.02,21.6643,15.722,0.7426,0.0,0,0,19,11,92.9076,0.827629,6,0,1.0,0.9901333333333334,0.0,0.0,0.0,97.612032,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-07-01,MLT_OUTLET_002,TH_004,122.1271,85.22,14.9242,12.4523,0.7879,0.0,0,0,17,12,83.3473,0.850973,5,0,1.0,1.0505333333333333,0.0,0.0,0.0,94.671136,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-07-01,MLT_OUTLET_003,TH_005,136.0906,90.94,20.6543,12.5728,0.817,0.0,0,0,18,12,87.3054,0.814916,4,0,1.0,1.0893333333333333,0.0,0.0,0.0,95.937728,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-07-01,MLT_OUTLET_003,TH_006,113.5478,76.62,16.4892,10.4736,0.9347,0.0,1,0,14,12,83.0502,0.822904,4,0,1.0,1.1,0.0,0.0,0.0,92.97606400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-08-01,MLT_OUTLET_001,TH_001,109.5555,91.3,0.0,10.0912,0.455,0.0,1,1,15,12,68.8518,1.016302,6,1,1.0,0.6066666666666667,0.0,0.3333333333333333,0.3333333333333333,77.04590933333334,healthy,Therapist load is being carried too close to capacity and may not be sustainable.
2018-08-01,MLT_OUTLET_001,TH_002,108.4072,84.26,4.6339,11.8109,0.875,0.0,0,0,16,12,80.3081,0.947872,6,1,1.0,1.1,0.0,0.0,0.3333333333333333,90.36525866666668,strong,Therapist load is being carried too close to capacity and may not be sustainable.
2018-08-01,MLT_OUTLET_002,TH_003,96.0694,84.67,0.0,9.7952,0.7318,5.1493,0,1,13,12,56.0443,1.06,8,1,1.0,0.9757333333333333,0.42910833333333337,0.3333333333333333,0.3333333333333333,72.96879266666667,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-08-01,MLT_OUTLET_002,TH_004,104.9596,79.24,6.8269,10.2114,0.7245,0.0,1,0,14,12,82.2699,0.920679,6,0,1.0,0.9660000000000001,0.0,0.0,0.0,92.318368,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-08-01,MLT_OUTLET_003,TH_005,139.0731,102.66,11.3799,13.2707,0.5575,0.0,1,0,19,11,80.1605,0.900211,6,0,1.0,0.7433333333333333,0.0,0.0,0.0,88.97136,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-08-01,MLT_OUTLET_003,TH_006,86.636,76.97,0.0,8.0894,0.324,7.6908,0,1,12,12,47.719,1.06,8,1,1.0,0.432,0.6409,0.3333333333333333,0.3333333333333333,60.81481333333333,watchlist,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-09-01,MLT_OUTLET_001,TH_001,111.3987,83.47,7.8769,10.3219,0.7459,0.0,0,0,15,12,90.8309,0.913769,6,0,1.0,0.9945333333333334,0.0,0.0,0.0,97.000288,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-09-01,MLT_OUTLET_001,TH_002,132.3254,93.72,14.7869,14.1618,0.5652,0.0,0,0,19,11,93.0701,0.863724,5,0,1.0,0.7536,0.0,0.0,0.0,94.825632,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-09-01,MLT_OUTLET_002,TH_003,143.5253,94.66,23.0307,14.8945,0.7862,0.0,1,0,18,12,82.6488,0.804311,6,0,1.0,1.0482666666666667,0.0,0.0,0.0,92.84761600000002,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-09-01,MLT_OUTLET_002,TH_004,151.9835,91.84,32.7865,15.3823,0.7415,0.0,0,0,21,9,84.8361,0.736922,4,0,1.0,0.9886666666666667,0.0,0.0,0.0,95.01155200000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-09-01,MLT_OUTLET_003,TH_005,134.1732,92.26,17.762,12.3213,0.7507,5.3865,0,0,19,11,76.2397,0.838559,6,0,1.0,1.0009333333333335,0.44887499999999997,0.0,0.0,86.112454,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-09-01,MLT_OUTLET_003,TH_006,155.5669,101.64,25.9249,14.9623,0.585,0.0,0,0,20,10,92.0478,0.796771,4,0,1.0,0.7799999999999999,0.0,0.0,0.0,94.815296,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-10-01,MLT_OUTLET_001,TH_001,127.3939,82.59,21.873,11.7333,0.5966,0.0,0,0,17,12,81.6808,0.790615,4,0,1.0,0.7954666666666667,0.0,0.0,0.0,91.683456,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-10-01,MLT_OUTLET_001,TH_002,129.2049,92.66,13.288,14.1618,0.7443,0.0,0,0,19,11,93.3075,0.87458,5,0,1.0,0.9924,0.0,0.0,0.0,97.7672,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-10-01,MLT_OUTLET_002,TH_003,159.1927,93.0,37.538,16.5495,0.906,0.0,0,0,20,10,85.0477,0.712436,4,0,1.0,1.1,0.0,0.0,0.0,95.215264,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-10-01,MLT_OUTLET_002,TH_004,114.8211,76.23,17.9233,11.7198,0.6903,0.0,0,0,16,12,87.7583,0.809637,4,0,1.0,0.9204,0.0,0.0,0.0,95.12745600000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-10-01,MLT_OUTLET_003,TH_005,150.3859,112.55,10.7664,13.5783,0.5584,0.0,0,1,21,9,76.3604,0.912693,5,0,1.0,0.7445333333333334,0.0,0.3333333333333333,0.0,86.03639466666667,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-10-01,MLT_OUTLET_003,TH_006,156.3954,100.94,27.3042,14.9623,0.7988,0.0,0,0,20,10,87.3845,0.787092,5,0,1.0,1.0650666666666666,0.0,0.0,0.0,95.96304,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-11-01,MLT_OUTLET_001,TH_001,155.9235,93.49,34.3673,14.494,0.8277,0.0,0,0,21,9,82.1353,0.731206,4,0,1.0,1.1,0.0,0.0,0.0,94.283296,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-11-01,MLT_OUTLET_001,TH_002,129.5945,84.91,21.3575,14.1618,0.7692,0.0,0,0,19,11,84.2262,0.799021,4,0,1.0,1.0256,0.0,0.0,0.0,94.95238400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-11-01,MLT_OUTLET_002,TH_003,144.2794,98.3,20.0091,14.772,0.5362,0.0,0,0,19,11,88.4782,0.830874,6,0,1.0,0.7149333333333333,0.0,0.0,0.0,92.89222400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-11-01,MLT_OUTLET_002,TH_004,120.9416,73.81,25.3621,11.7198,0.8803,0.0,0,0,16,12,93.6494,0.744262,4,0,1.0,1.1,0.0,0.0,0.0,97.967808,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-11-01,MLT_OUTLET_003,TH_005,147.6386,82.67,38.3937,13.9698,0.8213,0.0,0,0,20,10,83.9388,0.682864,3,0,1.0,1.0950666666666666,0.0,0.0,0.0,94.860416,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-11-01,MLT_OUTLET_003,TH_006,129.0196,72.96,32.8361,11.9699,0.623,0.0,0,0,16,12,87.369,0.689629,4,0,1.0,0.8306666666666667,0.0,0.0,0.0,93.92608,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-12-01,MLT_OUTLET_001,TH_001,121.3939,91.74,7.803,10.9912,0.6428,0.0,0,0,16,12,81.1001,0.921612,5,0,1.0,0.8570666666666668,0.0,0.0,0.0,92.236832,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-12-01,MLT_OUTLET_001,TH_002,91.8198,70.98,4.3122,9.6064,0.7665,0.0,0,0,13,12,78.9489,0.942727,5,1,1.0,1.022,0.0,0.0,0.3333333333333333,89.93031466666667,strong,Therapist load is being carried too close to capacity and may not be sustainable.
2018-12-01,MLT_OUTLET_002,TH_003,140.1286,113.59,1.3155,14.5196,0.4853,5.581,0,1,19,11,66.8652,0.988552,7,1,1.0,0.6470666666666667,0.46508333333333335,0.3333333333333333,0.3333333333333333,71.98383066666668,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-12-01,MLT_OUTLET_002,TH_004,115.1778,85.96,8.4858,11.5764,0.6929,6.3833,1,1,17,12,59.5609,0.910152,7,1,1.0,0.9238666666666666,0.5319416666666666,0.3333333333333333,0.3333333333333333,70.432038,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2018-12-01,MLT_OUTLET_003,TH_005,187.6394,110.8,43.0643,17.4622,0.6356,0.0,0,0,25,5,88.3769,0.720115,4,0,0.625,0.8474666666666667,0.0,0.0,0.0,89.200208,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-12-01,MLT_OUTLET_003,TH_006,136.8136,89.68,22.5072,12.718,0.5745,0.0,0,0,17,12,84.1063,0.799378,4,0,1.0,0.766,0.0,0.0,0.0,92.10601600000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-01-01,MLT_OUTLET_001,TH_001,138.2509,88.52,24.8457,12.4234,0.8215,0.0,0,0,18,12,89.499,0.780836,5,0,1.0,1.0953333333333333,0.0,0.0,0.0,96.63968,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-01-01,MLT_OUTLET_001,TH_002,135.622,79.65,31.5601,14.1618,0.8256,0.0,0,0,19,11,92.9748,0.716212,4,0,1.0,1.1,0.0,0.0,0.0,97.751936,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-01-01,MLT_OUTLET_002,TH_003,142.4497,97.41,19.3988,14.772,0.5191,0.0,1,0,19,11,69.4504,0.833927,6,1,1.0,0.6921333333333334,0.0,0.0,0.3333333333333333,81.59639466666667,healthy,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-01-01,MLT_OUTLET_002,TH_004,145.7238,79.23,40.2636,14.6498,0.5984,0.0,0,0,20,10,94.8506,0.663048,4,0,1.0,0.7978666666666667,0.0,0.0,0.0,95.926592,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-01-01,MLT_OUTLET_003,TH_005,174.877,96.95,46.4491,16.0653,0.5478,0.0,0,0,23,7,87.3039,0.676085,5,0,0.875,0.7303999999999999,0.0,0.0,0.0,90.952048,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-01-01,MLT_OUTLET_003,TH_006,167.0707,92.69,44.308,15.7105,0.6972,0.0,0,0,21,9,81.9874,0.676579,3,0,1.0,0.9296000000000001,0.0,0.0,0.0,93.39116800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-02-01,MLT_OUTLET_001,TH_001,159.9632,100.07,31.0998,14.494,0.615,0.0,0,0,21,9,85.4994,0.762904,4,0,1.0,0.82,0.0,0.0,0.0,93.199808,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-02-01,MLT_OUTLET_001,TH_002,138.4761,93.64,19.9104,14.9072,0.5765,0.0,0,0,20,10,81.9551,0.824656,5,0,1.0,0.7686666666666667,0.0,0.0,0.0,91.44963200000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-02-01,MLT_OUTLET_002,TH_003,188.9118,106.23,48.6777,19.8594,0.6222,0.0,0,0,24,6,87.7935,0.685763,5,0,0.75,0.8296,0.0,0.0,0.0,90.54911999999999,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-02-01,MLT_OUTLET_002,TH_004,157.4051,86.37,42.7022,15.3823,0.8864,0.0,0,0,21,9,90.9505,0.669161,3,0,1.0,1.1,0.0,0.0,0.0,97.10416000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-02-01,MLT_OUTLET_003,TH_005,122.0835,82.9,17.2084,11.0243,0.7177,0.0,0,0,17,12,76.276,0.828102,4,0,1.0,0.9569333333333333,0.0,0.0,0.0,91.89152,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-02-01,MLT_OUTLET_003,TH_006,136.1875,80.09,31.5837,12.718,0.7226,0.0,0,0,17,12,86.3113,0.717179,5,0,1.0,0.9634666666666667,0.0,0.0,0.0,95.181216,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-03-01,MLT_OUTLET_001,TH_001,121.6322,101.97,0.0,10.5712,0.5873,0.0,0,1,17,12,66.2165,1.022375,8,1,1.0,0.7830666666666667,0.0,0.3333333333333333,0.3333333333333333,79.91941333333335,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-03-01,MLT_OUTLET_001,TH_002,131.9496,81.45,26.7486,14.1618,0.6189,0.0,0,0,19,11,85.219,0.752782,4,0,1.0,0.8252,0.0,0.0,0.0,93.17248000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-03-01,MLT_OUTLET_002,TH_003,185.5346,114.82,37.3184,19.0319,0.7459,0.0,0,0,23,7,90.0279,0.754708,5,0,0.875,0.9945333333333334,0.0,0.0,0.0,94.993328,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-03-01,MLT_OUTLET_002,TH_004,105.8754,67.52,19.2979,10.2549,0.8732,0.0,0,0,14,12,84.6457,0.77772,4,0,1.0,1.1,0.0,0.0,0.0,95.086624,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-03-01,MLT_OUTLET_003,TH_005,160.6127,106.27,25.4324,14.2668,0.8879,0.0,0,0,22,8,87.9575,0.806895,5,0,1.0,1.1,0.0,0.0,0.0,96.1464,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-03-01,MLT_OUTLET_003,TH_006,137.9761,77.97,35.1704,12.718,0.8909,0.0,0,0,17,12,84.847,0.689144,5,0,1.0,1.1,0.0,0.0,0.0,95.15104000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-04-01,MLT_OUTLET_001,TH_001,137.4669,89.06,23.6629,12.4234,0.7904,0.0,0,0,18,12,93.9419,0.790079,4,0,1.0,1.0538666666666667,0.0,0.0,0.0,98.061408,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-04-01,MLT_OUTLET_001,TH_002,112.7749,94.35,0.0,11.5144,0.7596,5.6479,0,1,17,12,62.1008,1.020271,8,1,1.0,1.0128000000000001,0.47065833333333335,0.3333333333333333,0.3333333333333333,74.61637266666668,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-04-01,MLT_OUTLET_002,TH_003,174.9108,103.66,39.7669,18.2044,0.6247,0.0,0,0,22,8,92.662,0.722738,4,0,1.0,0.8329333333333334,0.0,0.0,0.0,95.64704,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-04-01,MLT_OUTLET_002,TH_004,117.9684,78.69,18.0441,11.7198,0.5621,0.0,1,0,16,12,76.4386,0.813467,5,0,1.0,0.7494666666666667,0.0,0.0,0.0,87.853952,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-04-01,MLT_OUTLET_003,TH_005,174.3735,96.93,46.0562,16.0653,0.6771,0.0,0,0,23,7,87.909,0.677897,4,0,0.875,0.9028,0.0,0.0,0.0,93.21448000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-04-01,MLT_OUTLET_003,TH_006,134.8057,80.72,29.8206,12.718,0.7503,0.0,0,0,17,12,84.2779,0.730229,5,0,1.0,1.0004,0.0,0.0,0.0,94.968928,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-05-01,MLT_OUTLET_001,TH_001,103.3075,81.47,3.2422,9.464,0.7203,7.5923,0,1,15,12,72.2554,0.961727,6,1,1.0,0.9604,0.6326916666666667,0.3333333333333333,0.3333333333333333,75.122178,healthy,Therapist load is being carried too close to capacity and may not be sustainable.
2019-05-01,MLT_OUTLET_001,TH_002,132.3881,91.39,17.1683,14.1618,0.9201,0.0,1,0,19,11,74.8797,0.841852,4,0,1.0,1.1,0.0,0.0,0.0,90.36150400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-05-01,MLT_OUTLET_002,TH_003,179.804,118.66,28.7793,19.0319,0.5574,0.0,0,0,23,7,90.5012,0.804806,5,0,0.875,0.7432,0.0,0.0,0.0,92.12878400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-05-01,MLT_OUTLET_002,TH_004,108.0591,85.04,3.5684,10.7765,0.5323,4.0137,0,1,16,12,78.4812,0.959728,6,1,1.0,0.7097333333333333,0.334475,0.3333333333333333,0.3333333333333333,78.28146733333335,healthy,Therapist load is being carried too close to capacity and may not be sustainable.
2019-05-01,MLT_OUTLET_003,TH_005,171.3932,111.23,29.3124,16.0653,0.6934,0.0,0,0,23,7,91.5277,0.791434,5,0,0.875,0.9245333333333333,0.0,0.0,0.0,94.63326400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-05-01,MLT_OUTLET_003,TH_006,133.8969,89.64,20.1555,12.718,0.9296,0.0,0,0,17,12,86.8475,0.816427,4,0,1.0,1.1,0.0,0.0,0.0,95.7912,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-06-01,MLT_OUTLET_001,TH_001,119.5814,90.37,7.6868,10.9912,0.7755,0.0,0,0,16,12,88.2213,0.921609,5,0,1.0,1.034,0.0,0.0,0.0,96.230816,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-06-01,MLT_OUTLET_001,TH_002,133.9383,95.86,13.9694,14.1618,0.5745,0.0,0,0,19,11,81.3174,0.872808,6,0,1.0,0.766,0.0,0.0,0.0,91.21356800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-06-01,MLT_OUTLET_002,TH_003,116.2811,82.88,12.4705,12.4121,0.8791,0.0,0,0,15,12,88.5684,0.869214,5,0,1.0,1.1,0.0,0.0,0.0,96.34188800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-06-01,MLT_OUTLET_002,TH_004,107.2363,75.07,12.8638,10.9874,0.8174,0.0,0,0,15,12,82.8167,0.853711,5,0,1.0,1.0898666666666668,0.0,0.0,0.0,94.501344,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-06-01,MLT_OUTLET_003,TH_005,156.0599,110.63,17.3391,14.6683,0.9121,0.0,0,0,21,9,87.2387,0.864506,5,0,1.0,1.1,0.0,0.0,0.0,95.91638400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-06-01,MLT_OUTLET_003,TH_006,135.5029,90.34,20.7724,12.718,0.5353,0.0,0,0,17,12,92.222,0.813051,5,0,1.0,0.7137333333333333,0.0,0.0,0.0,94.07584,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-07-01,MLT_OUTLET_001,TH_001,111.2639,89.14,2.0964,10.1796,0.7028,0.0,0,1,15,12,83.5773,0.977022,7,1,1.0,0.9370666666666666,0.0,0.3333333333333333,0.3333333333333333,87.32286933333334,strong,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-07-01,MLT_OUTLET_001,TH_002,117.9579,98.66,0.0,12.3651,0.5955,0.0,0,1,17,12,83.3055,1.02,6,1,1.0,0.794,0.0,0.3333333333333333,0.3333333333333333,85.51909333333334,strong,Therapist load is being carried too close to capacity and may not be sustainable.
2019-07-01,MLT_OUTLET_002,TH_003,137.0706,107.01,5.3879,13.9343,0.5288,0.0,1,1,17,12,63.3534,0.952064,7,1,1.0,0.7050666666666667,0.0,0.3333333333333333,0.3333333333333333,76.46722133333334,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-07-01,MLT_OUTLET_002,TH_004,109.7504,84.73,5.2653,10.894,0.6196,0.0,0,0,15,12,88.9243,0.941494,6,1,1.0,0.8261333333333334,0.0,0.0,0.3333333333333333,91.03604266666667,strong,Therapist load is being carried too close to capacity and may not be sustainable.
2019-07-01,MLT_OUTLET_003,TH_005,142.5647,100.33,16.5731,13.2713,0.9183,0.0,0,0,19,11,86.1593,0.858232,5,0,1.0,1.1,0.0,0.0,0.0,95.570976,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-07-01,MLT_OUTLET_003,TH_006,108.4973,72.49,16.4778,10.4736,0.5378,0.0,0,0,14,12,81.8601,0.814789,5,0,1.0,0.7170666666666666,0.0,0.0,0.0,90.800032,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-08-01,MLT_OUTLET_001,TH_001,117.751,92.33,4.2258,10.9081,0.7302,0.0,0,1,16,12,90.3498,0.956234,5,1,1.0,0.9735999999999999,0.0,0.3333333333333333,0.3333333333333333,89.92846933333335,strong,Therapist load is being carried too close to capacity and may not be sustainable.
2019-08-01,MLT_OUTLET_001,TH_002,87.494,73.18,0.0,9.4557,0.6177,0.0,0,1,13,12,76.3569,1.02,8,1,1.0,0.8236,0.0,0.3333333333333333,0.3333333333333333,83.65074133333334,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-08-01,MLT_OUTLET_002,TH_003,143.4042,106.36,11.2315,14.8824,0.8625,0.0,0,0,18,12,85.0631,0.904487,7,1,1.0,1.1,0.0,0.0,0.3333333333333333,91.88685866666668,strong,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-08-01,MLT_OUTLET_002,TH_004,90.0201,80.96,0.0,8.5604,0.6667,3.7007,0,1,13,12,71.5392,1.06,7,1,1.0,0.8889333333333332,0.3083916666666667,0.3333333333333333,0.3333333333333333,78.57559400000001,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-08-01,MLT_OUTLET_003,TH_005,110.4728,85.8,4.7877,10.3713,0.6086,0.0,0,0,15,12,77.501,0.947148,6,1,1.0,0.8114666666666667,0.0,0.0,0.3333333333333333,87.20458666666669,strong,Therapist load is being carried too close to capacity and may not be sustainable.
2019-08-01,MLT_OUTLET_003,TH_006,131.0488,92.52,14.94,12.718,0.8664,0.0,0,0,17,12,84.8641,0.860971,5,0,1.0,1.1,0.0,0.0,0.0,95.156512,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-09-01,MLT_OUTLET_001,TH_001,112.3537,79.14,12.9901,10.3529,0.6895,0.0,0,0,15,12,89.2182,0.859003,4,0,1.0,0.9193333333333333,0.0,0.0,0.0,95.581824,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-09-01,MLT_OUTLET_001,TH_002,90.971,74.29,0.3062,9.5337,0.7489,7.5925,0,1,14,12,65.4923,0.995895,7,1,1.0,0.9985333333333334,0.6327083333333333,0.3333333333333333,0.3333333333333333,73.41535266666668,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-09-01,MLT_OUTLET_002,TH_003,122.0978,90.2,9.9202,12.4101,0.9108,0.0,0,0,15,12,87.1364,0.900917,5,0,1.0,1.1,0.0,0.0,0.0,95.88364800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-09-01,MLT_OUTLET_002,TH_004,88.2914,74.04,0.0,8.6332,0.5876,2.4714,0,1,13,12,73.1067,1.022667,7,1,1.0,0.7834666666666666,0.20595,0.3333333333333333,0.3333333333333333,79.24577733333335,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-09-01,MLT_OUTLET_003,TH_005,138.0553,111.43,1.7754,12.081,0.5738,4.594,1,1,19,11,59.9105,0.984317,7,1,1.0,0.7650666666666667,0.38283333333333336,0.3333333333333333,0.3333333333333333,70.72582666666666,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2019-09-01,MLT_OUTLET_003,TH_006,131.0051,83.21,24.2142,12.718,0.8589,0.0,0,0,17,12,80.2623,0.774593,4,0,1.0,1.1,0.0,0.0,0.0,93.683936,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2019-10-01,MLT_OUTLET_001,TH_001,111.5805,84.5,6.996,10.1866,0.695,5.9631,0,1,16,12,67.4757,0.923537,7,1,1.0,0.9266666666666666,0.496925,0.3333333333333333,0.3333333333333333,75.08860733333334,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
