outlet_key,month_id,roster_decision_priority_score_0_100,roster_decision_priority_band,management_action_urgency,recommended_management_focus,executive_staffing_posture,external_context_regime,external_signal_confidence_score_0_100,management_priority_read,management_action_posture,external_context_read,staffing_risk_read,executive_summary_headline,executive_summary_detail,management_interpretation_summary,executive_boundary_note
MLT_OUTLET_001,2024-10,39.11076031934866,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-11,33.49769552655262,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_001: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-12,37.28879689538128,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,soft,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Maintain selective intervention posture with close monitoring of team pressure.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is soft with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Maintain selective intervention posture with close monitoring of team pressure. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-01,30.878575400581028,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_001: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is soft with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-02,39.77642668267132,medium,moderate,Selective pressure management and roster fine-tuning,Selective pressure management and roster fine-tuning,soft,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Maintain selective intervention posture with close monitoring of team pressure.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: localized staffing pressure should be managed through disciplined roster fine-tuning.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Selective pressure management and roster fine-tuning. External context is soft with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Maintain selective intervention posture with close monitoring of team pressure. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Selective pressure management and roster fine-tuning.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-03,42.4345966346003,medium,moderate,Selective pressure management and roster fine-tuning,Selective pressure management and roster fine-tuning,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Maintain selective intervention posture with close monitoring of team pressure.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: localized staffing pressure should be managed through disciplined roster fine-tuning.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Selective pressure management and roster fine-tuning. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Maintain selective intervention posture with close monitoring of team pressure. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Selective pressure management and roster fine-tuning.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-04,38.68340921429713,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_001: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-05,43.103589428352365,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-06,51.14906960955808,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Stabilize coverage first before expansion-oriented actions.,External context is supportive and broadly aligned with internal operating signals.,Staffing risk is elevated due to coverage pressure and/or burnout exposure.,MLT_OUTLET_001: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Coverage stabilization and deployment rebalancing. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.",High deployment priority; review staffing deployment and operating pressure immediately. | Stabilize coverage first before expansion-oriented actions. | External context is supportive and broadly aligned with internal operating signals. | Staffing risk is elevated due to coverage pressure and/or burnout exposure. | Focus: Coverage stabilization and deployment rebalancing.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-07,49.1331906349764,high,high,Near-term staffing review and management attention,Near-term staffing review and management attention,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Prioritize near-term staffing review and deployment discipline.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Near-term staffing review and management attention. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.","High deployment priority; review staffing deployment and operating pressure immediately. | Prioritize near-term staffing review and deployment discipline. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Near-term staffing review and management attention.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-08,53.950741433402776,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Stabilize coverage first before expansion-oriented actions.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Coverage stabilization and deployment rebalancing. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.","High deployment priority; review staffing deployment and operating pressure immediately. | Stabilize coverage first before expansion-oriented actions. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Coverage stabilization and deployment rebalancing.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-09,49.896188506173296,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Stabilize coverage first before expansion-oriented actions.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Coverage stabilization and deployment rebalancing. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.","High deployment priority; review staffing deployment and operating pressure immediately. | Stabilize coverage first before expansion-oriented actions. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Coverage stabilization and deployment rebalancing.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-10,44.18265810261596,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-11,37.43229359469792,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_001: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-12,38.04976241522648,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_001: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-01,27.308795992695664,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is soft with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-02,28.71923102581921,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-03,31.67914204530404,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-04,36.79889123062107,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-05,39.86403377152688,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-06,44.30589992472471,medium,moderate,Selective pressure management and roster fine-tuning,Selective pressure management and roster fine-tuning,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Maintain selective intervention posture with close monitoring of team pressure.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: localized staffing pressure should be managed through disciplined roster fine-tuning.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Selective pressure management and roster fine-tuning. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Maintain selective intervention posture with close monitoring of team pressure. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Selective pressure management and roster fine-tuning.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-07,47.97421469116694,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Stabilize coverage first before expansion-oriented actions.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Coverage stabilization and deployment rebalancing. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.","High deployment priority; review staffing deployment and operating pressure immediately. | Stabilize coverage first before expansion-oriented actions. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Coverage stabilization and deployment rebalancing.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-08,41.98091993284986,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-09,36.839503266276,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-10,37.78686302430489,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-11,31.99101230725461,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
