therapist_consistency_id,therapist_id,therapist_name,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,therapist_role,employment_type,active_flag,hours_available,hours_sold,utilization_percent,revenue_eur,yield_eur_per_sold_hour,revpath_proxy_eur_per_available_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_impact_rate_percent,complaint_rate_percent,service_recovery_rate_percent,schedule_adherence_percent,attendance_reliability_percent,performance_level_score,utilization_stability_score,yield_stability_score,guest_quality_stability_score,commercial_consistency_score,attendance_consistency_score,variance_penalty_score,market_fairness_modifier_score,therapist_consistency_score_0_100,therapist_consistency_band,consistency_primary_gap,consistency_secondary_gap,consistency_variance_flag,coach_priority_flag,burnout_risk_flag,score_confidence_level,observed_weeks_count,observed_months_count,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status,month_id,avg_schedule_stability_score_0_100,avg_workload_density_ratio,productive_utilization_ratio,idle_hour_ratio,overtime_hour_ratio,coverage_gap_day_ratio,burnout_exposure_day_ratio,burnout_risk_score_0_100,burnout_band,integrity_band,coaching_priority_band,managerial_story,therapist_name_perf,upsell_score_0_100,total_commercial_score_0_100,bonus_reward_eligibility_flag,commercial_reward_reason,top3_therapist_flag,bottom3_therapist_flag,refresh_training_required_flag,refresh_training_reason,coaching_action_recommendation
TCS_00132,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-12-01,2018-12-31,12,therapist,full_time,yes,141.51,70.98,50.16,4009.66,56.49,28.33,59.31,57.15,24.46,13.28,5.77,2.0,17.34,89.91,93.43,49.569,92.32,95.97,96.0,40.805,91.67,5.084000000000003,0,72.01,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2018-12,78.9489,0.942727,0.9427271350817218,0.0469637267778845,0.0,0.0,1.0,39.37461043137255,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,37.85080755440621,53.22244415492342,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00133,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-01-01,2019-01-31,12,therapist,full_time,yes,141.44,79.65,56.31,4428.54,55.6,31.31,58.38,42.33,15.97,11.88,5.37,3.12,26.58,86.05,94.81,47.9135,98.47,95.08,93.76,29.15,90.43,3.204000000000001,0,71.02,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-01,92.9748,0.716212,0.7162119267944189,0.232706345578151,0.0,0.0,0.0,25.69507105882353,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,45.74105624038344,57.116580932210894,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00134,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-02-01,2019-02-28,12,therapist,full_time,yes,143.69,93.64,65.17,5220.43,55.75,36.33,58.54,51.78,23.08,12.41,2.96,3.66,34.34,86.89,95.35,53.551,92.67,95.23,92.68,37.43,91.12,5.572000000000004,0,72.49,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-02,81.9551,0.824656,0.82465583564655,0.1437822122373463,0.0,0.0,0.0,31.569058588235293,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,47.8619271290605,58.94455992098328,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00135,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-03-01,2019-03-31,12,therapist,full_time,yes,145.39,81.45,56.02,4520.48,55.5,31.09,58.28,56.86,19.28,12.04,5.63,1.68,14.26,88.43,91.36,50.453,98.18,94.98,96.64,38.07,89.89500000000001,3.0720000000000014,0,72.97,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-03,85.219,0.752782,0.7527823835058864,0.2027183106276942,0.0,0.0,0.0,27.486237647058825,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,44.81753672751088,57.48614520013099,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00136,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,12,therapist,full_time,yes,160.04,94.35,58.95,5393.99,57.17,33.7,60.03,38.62,19.37,13.73,2.17,3.5,26.45,89.76,90.8,49.34049999999999,98.89,96.65,93.0,28.995,90.28,2.4839999999999978,0,71.84,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-04,62.1008,1.020271,1.0202702337375846,0.0,0.0500811794113761,1.0,1.0,56.745104000000005,guarded,healthy,watchlist,therapist performance pattern is stable with manageable coaching need,Therapist B,35.12454839701209,51.64650161835665,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00137,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,12,therapist,full_time,yes,156.74,91.39,58.31,5298.79,57.98,33.81,60.88,57.31,17.08,13.41,3.28,1.42,12.51,88.44,91.18,51.85999999999999,99.53,97.46,97.16,37.195,89.81,1.488000000000002,0,74.31,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-05,74.8797,0.841852,0.8418517976055262,0.1296815952491198,0.0,0.0,0.0,30.822718352941177,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,47.25921000640372,59.43206550352205,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00138,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,12,therapist,full_time,yes,153.23,95.86,62.56,5369.12,56.01,35.04,58.81,43.95,23.45,9.37,4.71,3.69,33.39,80.94,88.35,51.6095,95.28,95.49,92.62,33.7,84.645,4.4300000000000015,0,71.12,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-06,81.3174,0.872808,0.8728081916135387,0.104297277179119,0.0,0.0,0.0,34.77857082352941,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,44.695920991752615,56.58675654546394,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00139,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,12,therapist,full_time,yes,153.47,98.66,64.29,5957.09,60.38,38.82,63.4,48.39,27.74,14.95,4.41,2.04,15.32,86.54,95.73,55.054,93.55,99.86,95.92,38.065,91.135,3.0440000000000014,0,74.74,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-07,83.3055,1.02,1.0199998966146466,0.0,0.0,1.0,1.0,42.670006666666666,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,48.0117640192505,60.03947021058777,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00140,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,therapist,full_time,yes,142.72,73.18,51.28,4216.63,57.62,29.54,60.5,54.52,23.47,9.69,5.16,2.24,20.64,88.07,90.67,49.81349999999999,93.44,97.1,95.52,38.995000000000005,89.37,4.232000000000004,0,72.03,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-08,76.3569,1.02,1.019999972123532,0.0,0.0,1.0,1.0,47.50383866666667,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,35.95524920537419,52.1888870629558,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00141,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,therapist,full_time,yes,145.64,74.29,51.01,4272.42,57.51,29.34,60.39,52.31,23.55,9.88,2.45,2.25,20.65,90.57,92.79,49.361,93.17,96.99,95.5,37.93,91.68,4.386000000000007,0,72.02,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-09,65.4923,0.995895,0.9958952332692552,0.0033659078167767,0.0834606632883006,1.0,1.0,56.36374752941176,guarded,healthy,watchlist,therapist performance pattern is stable with manageable coaching need,Therapist B,31.982131284665314,49.99917220656592,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00142,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,therapist,full_time,yes,161.48,85.45,52.92,5079.15,59.44,31.45,62.41,38.11,24.27,12.14,2.77,1.48,11.25,92.04,94.54,48.68299999999999,95.08,98.92,97.04,31.19,93.29,2.696000000000005,0,72.42,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-10,92.7464,0.848292,0.8482921976972515,0.1244004571666737,0.0,0.0,0.0,28.830243764705884,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,47.42349248492169,58.67192086670693,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00143,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,therapist,full_time,yes,146.02,87.76,60.1,5350.73,60.97,36.64,64.02,48.92,22.55,16.0,4.12,3.79,30.22,89.78,90.71,53.095,97.74,99.55,92.42,35.735,90.245,1.841999999999992,0,74.16,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-11,77.9914,0.935688,0.9356874786762196,0.0527362618628175,0.0,1.0,0.0,34.65722023529412,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,49.95862265764121,60.849242461702666,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00144,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,therapist,full_time,yes,144.34,74.46,51.59,4553.97,61.16,31.55,64.22,46.24,19.52,17.81,5.71,3.82,31.19,95.55,85.85,49.3265,93.75,99.36,92.36,32.88,90.7,3.5199999999999942,0,71.66,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2019-12,87.0395,0.843577,0.8435768747096877,0.1282669423936783,0.0,0.0,0.0,31.404130588235294,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,47.18779622277243,58.20028792252484,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00145,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,12,therapist,full_time,yes,138.3,77.57,56.09,4573.53,58.96,33.07,61.91,40.16,21.99,16.19,3.51,3.92,29.78,85.64,88.4,49.59,98.25,98.44,92.16,31.075,87.02000000000001,2.108000000000001,0,71.81,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-01,83.6039,0.6,0.6000001546990215,0.3279997919608074,0.0,0.0,0.0,23.335179058823527,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,50.21894888385409,59.93492188611975,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00146,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-02-01,2020-02-29,12,therapist,full_time,yes,148.68,80.18,53.93,4945.5,61.68,33.26,64.76,39.92,20.35,12.07,5.55,1.55,14.61,83.45,92.38,49.504,96.09,98.84,96.9,30.135,87.91499999999999,2.3379999999999974,0,71.99,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-02,92.8583,0.647874,0.6478741679366121,0.288743224288074,0.0,0.0,0.0,22.10109811764706,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,52.96233686110775,61.52478527360927,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00147,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-03-01,2020-03-31,12,therapist,full_time,yes,152.23,41.43,27.22,2227.28,53.76,14.63,56.45,24.79,9.49,7.02,11.77,1.6,14.96,77.76,88.13,33.48499999999999,69.38,93.24,96.8,17.14,82.945,15.272000000000006,0,56.89,watchlist,performance_stability,commercial_repeatability,variance_normal,coach_priority,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-03,81.9035,0.667164,0.6671637248444814,0.272925824738116,0.0,0.0,0.0,23.86955647058824,guarded,healthy,watchlist,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,29.721936566535177,41.94756511159435,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00148,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-04-01,2020-04-30,12,therapist,full_time,yes,146.41,34.01,23.23,1834.84,53.95,12.53,56.65,30.06,13.04,6.4,9.62,2.19,18.86,72.48,78.87,33.478,65.39,93.43,95.62,21.55,75.67500000000001,16.909999999999997,0,55.23,watchlist,performance_stability,commercial_repeatability,variance_normal,coach_priority,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-04,76.9992,0.66771,0.6677098201051137,0.2724780331056954,0.0,0.0,0.0,26.470919529411766,guarded,healthy,watchlist,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,22.783030274471727,37.38416665095945,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00149,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-05-01,2020-05-31,12,therapist,full_time,yes,151.4,43.25,28.57,2404.7,55.6,15.88,58.38,23.29,13.39,4.1,10.58,2.73,22.87,73.63,85.67,34.961499999999994,70.72999999999999,95.08,94.54,18.34,79.65,14.222000000000005,0,57.5,watchlist,performance_stability,commercial_repeatability,variance_normal,coach_priority,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-05,81.9942,0.6,0.6000002774567758,0.3279996359768618,0.0,0.0,0.0,24.278343058823527,guarded,healthy,watchlist,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,31.9670815862684,43.45689487244762,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,1,Therapist consistency score below threshold; refresh training required.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00150,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-06-01,2020-06-30,12,therapist,full_time,yes,154.58,27.34,17.69,1432.34,52.39,9.27,55.01,28.63,13.93,5.91,8.29,2.41,22.3,80.3,83.96,30.912,59.85,91.87,95.18,21.28,82.13,19.794,0,53.58,watchlist,performance_stability,commercial_repeatability,variance_normal,coach_priority,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-06,89.6797,0.574853,0.5748528174936921,0.3486206896551724,0.0,0.0,0.0,22.76438894117647,guarded,healthy,watchlist,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,20.24219413036745,35.244206771702096,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00151,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-07-01,2020-07-31,12,therapist,full_time,yes,150.56,55.27,36.71,3147.07,56.94,20.9,59.79,34.31,15.58,6.32,7.91,1.21,11.19,80.78,87.45,40.261,78.87,96.42,97.58,24.945,84.11500000000001,10.126000000000005,0,63.23,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-07,80.8451,0.618326,0.6183260335733025,0.3129727294994216,0.0,0.0,0.0,22.847435058823528,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,38.59853779651272,49.682695788082,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00152,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-08-01,2020-08-31,12,therapist,full_time,yes,156.93,61.9,39.44,3835.32,61.96,24.44,65.06,32.42,15.54,9.91,6.96,4.13,32.51,89.76,92.1,42.684,81.6,98.56,91.74,23.98,90.93,8.762000000000002,0,65.42,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-08,77.574,0.792606,0.7926060990975302,0.1700628201776352,0.0,0.0,0.0,31.340672941176475,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,41.91853436755152,52.49419390215333,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00153,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-09-01,2020-09-30,12,therapist,full_time,yes,145.31,68.27,46.98,4133.75,60.55,28.45,63.58,35.48,10.59,10.05,7.84,1.21,9.63,82.08,83.15,44.546,89.13999999999999,99.97,97.58,23.035,82.61500000000001,4.598000000000006,0,67.49,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-09,65.6177,0.700132,0.7001318836388398,0.2458918100254888,0.0,0.0,1.0,35.26623678431372,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist B,41.55776462434518,53.22727054338985,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00154,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-10-01,2020-10-31,12,therapist,full_time,yes,154.8,80.01,51.69,4482.96,56.03,28.96,58.83,35.75,15.56,6.66,6.28,2.51,22.56,86.73,91.73,45.3985,93.85,95.51,94.98,25.655,89.23,4.758000000000006,0,68.79,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-10,77.4077,0.620374,0.6203734646706578,0.311293841035139,0.0,0.0,0.0,26.558111294117644,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,43.317802914613246,54.78029160303729,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00155,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-11-01,2020-11-30,12,therapist,full_time,yes,145.24,57.72,39.74,3272.15,56.69,22.53,59.52,33.02,10.29,6.7,6.61,2.01,17.38,85.72,81.03,40.247,81.9,96.17,95.98,21.655,83.375,9.174000000000005,0,63.23,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-11,84.31,0.681839,0.6818391228231825,0.2608918021734687,0.0,0.0,0.0,27.92607058823529,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,37.13614342995341,48.87837888647437,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00156,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2020-12-01,2020-12-31,12,therapist,full_time,yes,145.65,62.99,43.25,3804.6,60.4,26.12,63.42,28.13,12.21,5.85,4.51,2.73,24.49,90.39,85.27,42.3285,85.41,99.88,94.54,20.17,87.83,6.430000000000004,0,65.97,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2020-12,81.6695,0.6,0.6000001905064901,0.3279996250834774,0.0,0.0,0.0,24.31730705882353,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,44.79115207239005,54.32163363981453,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00157,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2021-01-01,2021-01-31,12,therapist,full_time,yes,139.14,55.96,40.22,3427.55,61.25,24.63,64.31,40.07,12.98,7.25,7.03,1.92,15.91,80.43,81.64,43.472,82.38,99.27,96.16,26.525,81.035,7.723999999999998,0,65.34,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2021-01,89.6155,0.634365,0.6343649888566693,0.2998206887448491,0.0,0.0,0.0,24.172375294117646,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,43.940141781421694,53.570077979781935,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00158,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2021-02-01,2021-02-28,12,therapist,full_time,yes,139.25,61.67,44.29,3737.2,60.6,26.84,63.63,35.19,10.58,7.64,6.84,2.26,17.85,76.87,80.84,43.577000000000005,86.44999999999999,99.92,95.48,22.885,78.855,5.904000000000004,0,65.69,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2021-02,84.462,0.6,0.6000001945841397,0.3279998085292252,0.0,0.0,0.0,23.98220705882353,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist B,44.98993713771209,54.304965425741656,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
