action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_01302,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.32230294567247,treatment line can support commercial push without materially raising team strain,42,normal
MAQ_01303,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.29398467980093,treatment line can support commercial push without materially raising team strain,43,normal
MAQ_01304,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.880422746078917,treatment line can support commercial push without materially raising team strain,44,normal
MAQ_01305,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.524922746078914,treatment line can support commercial push without materially raising team strain,45,normal
MAQ_01306,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.25580294567247,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_01307,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.029922746078917,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_01308,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.962807199999997,No immediate refresh training trigger under current modeled threshold.,48,normal
MAQ_01309,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.80942274607892,treatment line can support commercial push without materially raising team strain,49,normal
MAQ_01310,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.567302945672473,treatment line can support commercial push without materially raising team strain,50,normal
MAQ_01311,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.462484679800934,treatment line can support commercial push without materially raising team strain,51,normal
MAQ_01312,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.2686478117647,No immediate refresh training trigger under current modeled threshold.,52,normal
MAQ_01313,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.212421741176467,No immediate refresh training trigger under current modeled threshold.,53,normal
MAQ_01314,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.18392274607892,treatment line can support commercial push without materially raising team strain,54,normal
MAQ_01315,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.824401129411765,Bottom-group therapist ranking; monitor closely and coach as needed.,55,normal
MAQ_01316,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.697484679800931,treatment line can support commercial push without materially raising team strain,56,normal
MAQ_01317,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.158802945672472,treatment line can support commercial push without materially raising team strain,57,normal
MAQ_01318,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.913363388235297,Bottom-group therapist ranking; monitor closely and coach as needed.,58,normal
MAQ_01319,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.832801835294116,Bottom-group therapist ranking; monitor closely and coach as needed.,59,normal
MAQ_01320,2018-09,2018-09-01 00:00:00,2018-09-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.518901761317588,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,60,normal
MAQ_01321,2018-09,2018-09-01 00:00:00,2018-09-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.4664556827704,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,61,normal
MAQ_01322,2018-09,2018-09-01 00:00:00,2018-09-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.422334774036983,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,62,normal
MAQ_01323,2018-09,2018-09-01,2018-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.176922746078915,treatment line can support commercial push without materially raising team strain,63,normal
MAQ_01324,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.38032848307675,Retail selling score reached reward threshold under the modeled commercial framework.,1,high
MAQ_01325,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.03021316335338,Retail selling score reached reward threshold under the modeled commercial framework.,2,high
MAQ_01326,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.38722711350296,Retail selling score reached reward threshold under the modeled commercial framework.,3,normal
MAQ_01327,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,outlet_management,coverage_control,coverage_control_required,repair roster coverage before service inconsistency affects revenue,protective,stabilize,42.96003490614412,coverage control is required before service inconsistency damages guest experience and repeat demand | Outlet commercial reward and training signals remain moderate under current modeled thresholds.,4,normal
MAQ_01328,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,38.21175138590621,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows limited reward readiness and therapist refresh-training need.,5,normal
MAQ_01329,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,37.44672275143565,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,6,normal
MAQ_01330,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,37.096607431712286,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,7,normal
MAQ_01331,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,36.74649211198892,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,8,normal
MAQ_01332,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,36.04236009915841,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,9,normal
MAQ_01333,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.85018128737155,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,10,normal
MAQ_01334,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.50006596764818,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,11,normal
MAQ_01335,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,therapist_coaching,refresh_training,refresh_training,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protective,stabilize,31.921357270588235,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,12,normal
MAQ_01336,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,31.72187628235294,No immediate refresh training trigger under current modeled threshold.,13,normal
MAQ_01337,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.85158076413824,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,14,normal
MAQ_01338,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,28.600080199332915,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",15,normal
MAQ_01339,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.51086597145817,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,16,normal
MAQ_01340,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.50146544441488,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,17,normal
MAQ_01341,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.15135012469151,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,18,normal
MAQ_01342,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,25.83258019933292,maintain and monitor treatment line performance within current operating rhythm,19,normal
MAQ_01343,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,25.264439827117435,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,20,normal
MAQ_01344,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.448218487772834,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",21,normal
MAQ_01345,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,23.663580199332912,maintain and monitor treatment line performance within current operating rhythm,22,normal
MAQ_01346,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,23.59857823208872,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,23,normal
MAQ_01347,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.466769322433457,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",24,normal
MAQ_01348,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,23.16764928216101,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,25,normal
MAQ_01349,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,23.105580199332916,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_01350,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,23.07858019933291,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_01351,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.795080199332915,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_01352,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.709580199332915,treatment line can support commercial push without materially raising team strain,29,normal
MAQ_01353,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.92821848777283,maintain and monitor treatment line performance within current operating rhythm,30,normal
MAQ_01354,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,21.670080199332915,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_01355,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,20.97547047037416,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,32,normal
MAQ_01356,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,20.88708019933291,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_01357,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,20.62535515065079,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,34,normal
MAQ_01358,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.298769322433458,maintain and monitor treatment line performance within current operating rhythm,35,normal
MAQ_01359,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.921223137820284,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,36,normal
MAQ_01360,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.915723984160763,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,37,normal
MAQ_01361,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.57110781809692,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,38,normal
MAQ_01362,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,19.32558019933291,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_01363,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,19.27321848777283,treatment line can support commercial push without materially raising team strain,40,normal
MAQ_01364,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.22099249837355,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,41,normal
MAQ_01365,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.115269322433456,maintain and monitor treatment line performance within current operating rhythm,42,normal
MAQ_01366,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.949218487772832,treatment line can support commercial push without materially raising team strain,43,normal
MAQ_01367,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.490218487772832,treatment line can support commercial push without materially raising team strain,44,normal
MAQ_01368,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.440718487772838,treatment line can support commercial push without materially raising team strain,45,normal
MAQ_01369,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.36376932243346,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_01370,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.07171848777283,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_01371,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.765269322433454,treatment line can support commercial push without materially raising team strain,48,normal
MAQ_01372,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.725218487772832,treatment line can support commercial push without materially raising team strain,49,normal
MAQ_01373,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.450269322433456,treatment line can support commercial push without materially raising team strain,50,normal
MAQ_01374,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.211769322433458,treatment line can support commercial push without materially raising team strain,51,normal
MAQ_01375,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.703718487772832,treatment line can support commercial push without materially raising team strain,52,normal
MAQ_01376,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.698769322433456,treatment line can support commercial push without materially raising team strain,53,normal
MAQ_01377,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,15.982369100800376,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,54,normal
MAQ_01378,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.687790588235297,Bottom-group therapist ranking; monitor closely and coach as needed.,55,normal
MAQ_01379,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.672769322433457,treatment line can support commercial push without materially raising team strain,56,normal
MAQ_01380,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.467234352941176,Bottom-group therapist ranking; monitor closely and coach as needed.,57,normal
MAQ_01381,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.32221848777283,treatment line can support commercial push without materially raising team strain,58,normal
MAQ_01382,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.245201976470586,No immediate refresh training trigger under current modeled threshold.,59,normal
MAQ_01383,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.880495200000002,No immediate refresh training trigger under current modeled threshold.,60,normal
MAQ_01384,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.57800644852312,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,61,normal
MAQ_01385,2018-10,2018-10-01 00:00:00,2018-10-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.572507294863614,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,62,normal
MAQ_01386,2018-10,2018-10-01,2018-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.562269322433458,treatment line can support commercial push without materially raising team strain,63,normal
MAQ_01387,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.41554420986639,Retail selling score reached reward threshold under the modeled commercial framework.,1,high
MAQ_01388,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.3021234840357,Retail selling score reached reward threshold under the modeled commercial framework.,2,high
MAQ_01389,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.06542889014302,Retail selling score reached reward threshold under the modeled commercial framework.,3,high
MAQ_01390,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,56.95200816431234,Retail selling score reached reward threshold under the modeled commercial framework.,4,high
MAQ_01391,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.4224428402926,Retail selling score reached reward threshold under the modeled commercial framework.,5,normal
MAQ_01392,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.30902211446191,Retail selling score reached reward threshold under the modeled commercial framework.,6,normal
MAQ_01393,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,38.23807697925454,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows limited reward readiness and therapist refresh-training need.,7,normal
MAQ_01394,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,36.15266314971524,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,8,normal
MAQ_01395,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.960484337928385,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,9,normal
MAQ_01396,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.61036901820501,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,10,normal
MAQ_01397,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,33.50495747001226,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,11,normal
MAQ_01398,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_003,St Julians,therapist_coaching,refresh_training,refresh_training,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protective,stabilize,31.799956941176475,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,12,normal
MAQ_01399,2018-11,2018-11-01,2018-11-30,MLT_OUTLET_002,Sliema,therapist_coaching,refresh_training,refresh_training,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protective,stabilize,31.388323811764707,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,13,normal
MAQ_01400,2018-11,2018-11-01 00:00:00,2018-11-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.88679649092788,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,14,normal
