manager_action_queue_id,source_record_id,queue_source,action_scope,action_priority,action_title,action_note,owner,outlet_id,outlet_or_entity_name,period_label
MAQ_00550,CRL_01217,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-02-01 to 2018-02-28
MAQ_00551,CRL_01219,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-02-01 to 2018-02-28
MAQ_00552,MSL_00123,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-03-01 to 2018-03-31
MAQ_00553,CRL_01221,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-03-01 to 2018-03-31
MAQ_00554,CRL_01226,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-03-01 to 2018-03-31
MAQ_00555,CRL_01227,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-03-01 to 2018-03-31
MAQ_00556,CRL_01229,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-03-01 to 2018-03-31
MAQ_00557,MSL_00124,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-04-01 to 2018-04-30
MAQ_00558,CRL_01231,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-04-01 to 2018-04-30
MAQ_00559,CRL_01236,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-04-01 to 2018-04-30
MAQ_00560,CRL_01237,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-04-01 to 2018-04-30
MAQ_00561,CRL_01239,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-04-01 to 2018-04-30
MAQ_00562,MSL_00125,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-05-01 to 2018-05-31
MAQ_00563,CRL_01241,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-05-01 to 2018-05-31
MAQ_00564,CRL_01246,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-05-01 to 2018-05-31
MAQ_00565,CRL_01247,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-05-01 to 2018-05-31
MAQ_00566,CRL_01249,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-05-01 to 2018-05-31
MAQ_00567,MSL_00126,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-06-01 to 2018-06-30
MAQ_00568,CRL_01251,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-06-01 to 2018-06-30
MAQ_00569,CRL_01256,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-06-01 to 2018-06-30
MAQ_00570,CRL_01257,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-06-01 to 2018-06-30
MAQ_00571,CRL_01259,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-06-01 to 2018-06-30
MAQ_00572,MSL_00127,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-07-01 to 2018-07-31
MAQ_00573,CRL_01261,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-07-01 to 2018-07-31
MAQ_00574,CRL_01266,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-07-01 to 2018-07-31
MAQ_00575,CRL_01267,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-07-01 to 2018-07-31
MAQ_00576,CRL_01268,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | scrub,2018-07-01 to 2018-07-31
MAQ_00577,CRL_01269,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-07-01 to 2018-07-31
MAQ_00578,MSL_00128,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-08-01 to 2018-08-31
MAQ_00579,CRL_01271,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-08-01 to 2018-08-31
MAQ_00580,CRL_01276,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-08-01 to 2018-08-31
MAQ_00581,CRL_01277,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-08-01 to 2018-08-31
MAQ_00582,CRL_01279,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-08-01 to 2018-08-31
MAQ_00583,MSL_00129,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-09-01 to 2018-09-30
MAQ_00584,CRL_01281,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-09-01 to 2018-09-30
MAQ_00585,CRL_01286,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-09-01 to 2018-09-30
MAQ_00586,CRL_01287,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-09-01 to 2018-09-30
MAQ_00587,CRL_01289,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-09-01 to 2018-09-30
MAQ_00588,MSL_00130,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-10-01 to 2018-10-31
MAQ_00589,CRL_01291,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-10-01 to 2018-10-31
MAQ_00590,CRL_01296,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-10-01 to 2018-10-31
MAQ_00591,CRL_01297,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-10-01 to 2018-10-31
MAQ_00592,CRL_01298,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | scrub,2018-10-01 to 2018-10-31
MAQ_00593,CRL_01299,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-10-01 to 2018-10-31
MAQ_00594,MSL_00131,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-11-01 to 2018-11-30
MAQ_00595,CRL_01301,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-11-01 to 2018-11-30
MAQ_00596,CRL_01306,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-11-01 to 2018-11-30
MAQ_00597,CRL_01307,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-11-01 to 2018-11-30
MAQ_00598,CRL_01309,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-11-01 to 2018-11-30
MAQ_00599,MSL_00132,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2018-12-01 to 2018-12-31
MAQ_00600,CRL_01311,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2018-12-01 to 2018-12-31
MAQ_00601,CRL_01316,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2018-12-01 to 2018-12-31
MAQ_00602,CRL_01317,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2018-12-01 to 2018-12-31
MAQ_00603,CRL_01319,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2018-12-01 to 2018-12-31
MAQ_00604,MSL_00133,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-01-01 to 2019-01-31
MAQ_00605,CRL_01321,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-01-01 to 2019-01-31
MAQ_00606,CRL_01326,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-01-01 to 2019-01-31
MAQ_00607,CRL_01327,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-01-01 to 2019-01-31
MAQ_00608,CRL_01329,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-01-01 to 2019-01-31
MAQ_00609,MSL_00134,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-02-01 to 2019-02-28
MAQ_00610,CRL_01331,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-02-01 to 2019-02-28
MAQ_00611,CRL_01336,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-02-01 to 2019-02-28
MAQ_00612,CRL_01337,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-02-01 to 2019-02-28
MAQ_00613,CRL_01339,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-02-01 to 2019-02-28
MAQ_00614,MSL_00135,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-03-01 to 2019-03-31
MAQ_00615,CRL_01341,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-03-01 to 2019-03-31
MAQ_00616,CRL_01342,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | body_treatment,2019-03-01 to 2019-03-31
MAQ_00617,CRL_01346,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-03-01 to 2019-03-31
MAQ_00618,CRL_01347,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-03-01 to 2019-03-31
MAQ_00619,CRL_01349,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-03-01 to 2019-03-31
MAQ_00620,MSL_00136,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-04-01 to 2019-04-30
MAQ_00621,CRL_01351,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-04-01 to 2019-04-30
MAQ_00622,CRL_01356,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-04-01 to 2019-04-30
MAQ_00623,CRL_01357,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-04-01 to 2019-04-30
MAQ_00624,CRL_01359,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-04-01 to 2019-04-30
MAQ_00625,MSL_00137,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-05-01 to 2019-05-31
MAQ_00626,CRL_01361,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-05-01 to 2019-05-31
MAQ_00627,CRL_01366,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-05-01 to 2019-05-31
MAQ_00628,CRL_01367,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-05-01 to 2019-05-31
MAQ_00629,CRL_01369,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-05-01 to 2019-05-31
MAQ_00630,MSL_00138,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-06-01 to 2019-06-30
MAQ_00631,CRL_01371,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-06-01 to 2019-06-30
MAQ_00632,CRL_01376,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-06-01 to 2019-06-30
MAQ_00633,CRL_01377,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-06-01 to 2019-06-30
MAQ_00634,CRL_01379,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-06-01 to 2019-06-30
MAQ_00635,MSL_00139,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-07-01 to 2019-07-31
MAQ_00636,CRL_01381,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-07-01 to 2019-07-31
MAQ_00637,CRL_01386,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-07-01 to 2019-07-31
MAQ_00638,CRL_01387,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-07-01 to 2019-07-31
MAQ_00639,CRL_01389,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-07-01 to 2019-07-31
MAQ_00640,MSL_00140,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-08-01 to 2019-08-31
MAQ_00641,CRL_01391,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-08-01 to 2019-08-31
MAQ_00642,CRL_01396,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-08-01 to 2019-08-31
MAQ_00643,CRL_01397,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-08-01 to 2019-08-31
MAQ_00644,CRL_01399,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-08-01 to 2019-08-31
MAQ_00645,MSL_00141,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-09-01 to 2019-09-30
MAQ_00646,CRL_01401,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-09-01 to 2019-09-30
MAQ_00647,CRL_01402,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | body_treatment,2019-09-01 to 2019-09-30
MAQ_00648,CRL_01406,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | massage,2019-09-01 to 2019-09-30
MAQ_00649,CRL_01407,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | reflexology,2019-09-01 to 2019-09-30
MAQ_00650,CRL_01408,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | scrub,2019-09-01 to 2019-09-30
MAQ_00651,CRL_01409,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | swedish,2019-09-01 to 2019-09-30
MAQ_00652,MSL_00142,management_kpi_signal_layer,outlet_period,high,Commercial Growth,"push pricing discipline and upsell | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema,2019-10-01 to 2019-10-31
MAQ_00653,CRL_01411,conflict_resolution_layer,treatment_conflict,high,High Demand Low Yield,"review pricing upsell and mix | Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",spa_manager,MLT_OUTLET_002,Sliema | aromatherapy,2019-10-01 to 2019-10-31
