outlet_name,therapist_id,therapist_name,queue_source,action_type,action_owner,action_scope,priority,action_title,action_rationale,recommended_action,premium anchor,throughput stabilizer,commercial builder,balanced core,coaching priority,premium anchor_share,throughput stabilizer_share,commercial builder_share,balanced core_share,coaching priority_share,people_management_priority,people_management_action
St Julian’s / Paceville Spa,STJ_TH_001,STJ_TH_001,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_002,STJ_TH_002,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_003,STJ_TH_003,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_004,STJ_TH_004,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_005,STJ_TH_005,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_006,STJ_TH_006,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_007,STJ_TH_007,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_008,STJ_TH_008,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_009,STJ_TH_009,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_010,STJ_TH_010,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_011,STJ_TH_011,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_012,STJ_TH_012,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_013,STJ_TH_013,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_014,STJ_TH_014,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_015,STJ_TH_015,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
St Julian’s / Paceville Spa,STJ_TH_016,STJ_TH_016,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,2,0,3,4,7,0.125,0.0,0.1875,0.25,0.4375,stabilize_people_risk,"Prioritize therapist coaching discipline, service consistency recovery, and closer floor-management follow-up before harder growth pressure."
Valletta Spa,OUTLET_LEVEL,OUTLET_LEVEL,outlet_modeled,staffing_structure_review,Spa Manager,outlet,medium,Outlet staffing structure review,Modeled therapist pool sits above minimum safe roster requirement,"Validate outlet therapist pool against safe roster headcount, premium consistency needs, and recovery guardrails",8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_001,VAL_TH_001,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_002,VAL_TH_002,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_003,VAL_TH_003,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_004,VAL_TH_004,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_005,VAL_TH_005,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_006,VAL_TH_006,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_007,VAL_TH_007,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_008,VAL_TH_008,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_009,VAL_TH_009,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
Valletta Spa,VAL_TH_010,VAL_TH_010,therapist_modeled,coaching_followthrough,Outlet Manager,therapist,medium,Therapist deployment and coaching follow-through,Protect service consistency and strengthen therapist deployment discipline,Rebalance therapist deployment to outlet service pattern and demand intensity,8,0,1,0,1,0.8,0.0,0.1,0.0,0.1,protect_premium_core,"Protect premium anchors through selective deployment, premium-service assignment, and quality-led brand reinforcement."
