period_month,outlet_id,therapist_id,roster_integrity_score_0_100,roster_integrity_band,burnout_risk_score_0_100,burnout_risk_band,burnout_primary_driver,managerial_action_hint,overtime_hours,workload_density_ratio,max_consecutive_workdays,day_off_regularity_ratio,schedule_stability_score_0_100,burnout_exposure_days
2018-11-01,MLT_OUTLET_001,TH_001,94.283296,strong,27.348611058823533,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.731206,4,1.0,82.1353,0
2018-11-01,MLT_OUTLET_001,TH_002,94.952384,strong,28.693350117647054,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.799021,4,1.0,84.2262,0
2018-11-01,MLT_OUTLET_002,TH_003,92.892224,strong,32.93259247058823,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.830874,6,1.0,88.4782,0
2018-11-01,MLT_OUTLET_002,TH_004,97.967808,strong,26.27411905882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.744262,4,1.0,93.6494,0
2018-11-01,MLT_OUTLET_003,TH_005,94.860416,strong,23.994732235294116,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.682864,3,1.0,83.9388,0
2018-11-01,MLT_OUTLET_003,TH_006,93.92608,strong,25.742284705882355,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.689629,4,1.0,87.369,0
2018-12-01,MLT_OUTLET_001,TH_001,92.236832,strong,33.952976235294116,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.921612,5,1.0,81.1001,0
2018-12-01,MLT_OUTLET_001,TH_002,89.93031466666667,strong,39.374610431372545,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.942727,5,1.0,78.9489,1
2018-12-01,MLT_OUTLET_002,TH_003,71.98383066666668,healthy,53.34422305882353,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,5.581,0.988552,7,1.0,66.8652,1
2018-12-01,MLT_OUTLET_002,TH_004,70.432038,healthy,53.445766509803924,elevated,consecutive_workdays,Monitor therapist load concentration and preserve day-off discipline before escalation.,6.3833,0.910152,7,1.0,59.5609,1
2018-12-01,MLT_OUTLET_003,TH_005,89.200208,strong,30.088654352941177,guarded,dayoff_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.720115,4,0.625,88.3769,0
2018-12-01,MLT_OUTLET_003,TH_006,92.106016,strong,28.716138117647056,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.799378,4,1.0,84.1063,0
2019-01-01,MLT_OUTLET_001,TH_001,96.63968,strong,29.63273176470588,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.780836,5,1.0,89.499,0
2019-01-01,MLT_OUTLET_001,TH_002,97.751936,strong,25.695071058823526,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.716212,4,1.0,92.9748,0
2019-01-01,MLT_OUTLET_002,TH_003,81.59639466666667,healthy,39.95443043137254,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.833927,6,1.0,69.4504,1
2019-01-01,MLT_OUTLET_002,TH_004,95.926592,strong,24.219057411764705,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.663048,4,1.0,94.8506,0
2019-01-01,MLT_OUTLET_003,TH_005,90.952048,strong,28.68141435294118,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.676085,5,0.875,87.3039,0
2019-01-01,MLT_OUTLET_003,TH_006,93.391168,strong,24.081017882352945,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.676579,3,1.0,81.9874,0
2019-02-01,MLT_OUTLET_001,TH_001,93.199808,strong,27.69075435294118,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.762904,4,1.0,85.4994,0
2019-02-01,MLT_OUTLET_001,TH_002,91.449632,strong,31.569058588235293,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.824656,5,1.0,81.9551,0
2019-02-01,MLT_OUTLET_002,TH_003,90.54912,strong,30.10038,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.685763,5,0.75,87.7935,0
2019-02-01,MLT_OUTLET_002,TH_004,97.10416,strong,22.830904705882354,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.669161,3,1.0,90.9505,0
2019-02-01,MLT_OUTLET_003,TH_005,91.89152,strong,30.33163294117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.828102,4,1.0,76.276,0
2019-02-01,MLT_OUTLET_003,TH_006,95.181216,strong,28.517444,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.717179,5,1.0,86.3113,0
2019-03-01,MLT_OUTLET_001,TH_001,79.91941333333335,healthy,48.720686666666666,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,0.0,1.022375,8,1.0,66.2165,1
2019-03-01,MLT_OUTLET_001,TH_002,93.17248,strong,27.486237647058825,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.752782,4,1.0,85.219,0
2019-03-01,MLT_OUTLET_002,TH_003,94.993328,strong,30.204487294117648,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.754708,5,0.875,90.0279,0
2019-03-01,MLT_OUTLET_002,TH_004,95.086624,strong,28.141810117647058,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.77772,4,1.0,84.6457,0
2019-03-01,MLT_OUTLET_003,TH_005,96.1464,strong,30.430864705882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.806895,5,1.0,87.9575,0
2019-03-01,MLT_OUTLET_003,TH_006,95.15104,strong,28.033512941176472,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.689144,5,1.0,84.847,0
2019-04-01,MLT_OUTLET_001,TH_001,98.061408,strong,27.31706611764706,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.790079,4,1.0,93.9419,0
2019-04-01,MLT_OUTLET_001,TH_002,74.61637266666668,healthy,56.745104000000005,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,5.6479,1.020271,8,1.0,62.1008,1
2019-04-01,MLT_OUTLET_002,TH_003,95.64704,strong,25.88616,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.722738,4,1.0,92.662,0
2019-04-01,MLT_OUTLET_002,TH_004,87.853952,strong,31.967768,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.813467,5,1.0,76.4386,0
2019-04-01,MLT_OUTLET_003,TH_005,93.21448,strong,26.651437647058824,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.677897,4,0.875,87.909,0
2019-04-01,MLT_OUTLET_003,TH_006,94.968928,strong,29.068510823529408,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.730229,5,1.0,84.2779,0
2019-05-01,MLT_OUTLET_001,TH_001,75.122178,healthy,52.747955921568625,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,7.5923,0.961727,6,1.0,72.2554,1
2019-05-01,MLT_OUTLET_001,TH_002,90.361504,strong,30.822718352941177,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.841852,4,1.0,74.8797,0
2019-05-01,MLT_OUTLET_002,TH_003,92.128784,strong,31.326467764705885,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.804806,5,0.875,90.5012,0
2019-05-01,MLT_OUTLET_002,TH_004,78.28146733333335,healthy,47.18235796078431,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,4.0137,0.959728,6,1.0,78.4812,1
2019-05-01,MLT_OUTLET_003,TH_005,94.633264,strong,30.888652470588237,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.791434,5,0.875,91.5277,0
2019-05-01,MLT_OUTLET_003,TH_006,95.7912,strong,28.788347058823526,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.816427,4,1.0,86.8475,0
2019-06-01,MLT_OUTLET_001,TH_001,96.230816,strong,33.09836164705882,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.921609,5,1.0,88.2213,0
2019-06-01,MLT_OUTLET_001,TH_002,91.213568,strong,34.77857082352941,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.872808,6,1.0,81.3174,0
2019-06-01,MLT_OUTLET_002,TH_003,96.341888,strong,31.823886117647056,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.869214,5,1.0,88.5684,0
2019-06-01,MLT_OUTLET_002,TH_004,94.501344,strong,32.14931364705882,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.853711,5,1.0,82.8167,0
2019-06-01,MLT_OUTLET_003,TH_005,95.916384,strong,31.872673647058825,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.864506,5,1.0,87.2387,0
2019-06-01,MLT_OUTLET_003,TH_006,94.07584,strong,30.063971764705883,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.813051,5,1.0,92.222,0
2019-07-01,MLT_OUTLET_001,TH_001,87.32286933333334,strong,43.62614360784313,guarded,dense_booking_load,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.977022,7,1.0,83.5773,1
2019-07-01,MLT_OUTLET_001,TH_002,85.51909333333334,strong,42.670006666666666,guarded,dense_booking_load,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,1.02,6,1.0,83.3055,1
2019-07-01,MLT_OUTLET_002,TH_003,76.46722133333334,healthy,45.4657645490196,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,0.0,0.952064,7,1.0,63.3534,1
2019-07-01,MLT_OUTLET_002,TH_004,91.03604266666667,strong,40.148550666666665,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.941494,6,1.0,88.9243,1
2019-07-01,MLT_OUTLET_003,TH_005,95.570976,strong,31.85457811764706,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.858232,5,1.0,86.1593,0
2019-07-01,MLT_OUTLET_003,TH_006,90.800032,strong,31.34829388235294,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.814789,5,1.0,81.8601,0
2019-08-01,MLT_OUTLET_001,TH_001,89.92846933333335,strong,38.324314196078426,guarded,dense_booking_load,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.956234,5,1.0,90.3498,1
2019-08-01,MLT_OUTLET_001,TH_002,83.65074133333334,healthy,47.50383866666667,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,0.0,1.02,8,1.0,76.3569,1
2019-08-01,MLT_OUTLET_002,TH_003,91.88685866666668,strong,41.741141725490195,guarded,consecutive_workdays,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.904487,7,1.0,85.0631,1
2019-08-01,MLT_OUTLET_002,TH_004,78.57559400000001,healthy,51.01622933333333,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,3.7007,1.06,7,1.0,71.5392,1
2019-08-01,MLT_OUTLET_003,TH_005,87.20458666666669,strong,41.65238196078431,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.947148,6,1.0,77.501,1
2019-08-01,MLT_OUTLET_003,TH_006,95.156512,strong,32.07444917647059,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.860971,5,1.0,84.8641,0
2019-09-01,MLT_OUTLET_001,TH_001,95.581824,strong,29.505651294117644,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.859003,4,1.0,89.2182,0
2019-09-01,MLT_OUTLET_001,TH_002,73.41535266666668,healthy,56.36374752941176,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,7.5925,0.995895,7,1.0,65.4923,1
2019-09-01,MLT_OUTLET_002,TH_003,95.883648,strong,32.74167905882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.900917,5,1.0,87.1364,0
2019-09-01,MLT_OUTLET_002,TH_004,79.24577733333335,healthy,49.189062666666665,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,2.4714,1.022667,7,1.0,73.1067,1
2019-09-01,MLT_OUTLET_003,TH_005,70.72582666666666,healthy,52.76314,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,4.594,0.984317,7,1.0,59.9105,1
2019-09-01,MLT_OUTLET_003,TH_006,93.683936,strong,28.594241647058823,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.774593,4,1.0,80.2623,0
2019-10-01,MLT_OUTLET_001,TH_001,75.08860733333334,healthy,52.25066501960784,elevated,consecutive_workdays,Monitor therapist load concentration and preserve day-off discipline before escalation.,5.9631,0.923537,7,1.0,67.4757,1
2019-10-01,MLT_OUTLET_001,TH_002,97.678848,strong,28.830243764705884,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.848292,4,1.0,92.7464,0
2019-10-01,MLT_OUTLET_002,TH_003,97.74896,strong,29.540916470588233,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.794613,5,1.0,92.9655,0
2019-10-01,MLT_OUTLET_002,TH_004,96.542976,strong,27.318007529411766,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.795703,4,1.0,95.0368,0
2019-10-01,MLT_OUTLET_003,TH_005,90.6704,strong,28.528776470588237,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.772411,4,1.0,80.38,0
2019-10-01,MLT_OUTLET_003,TH_006,95.07856,strong,28.72469294117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.802364,4,1.0,84.6205,0
2019-11-01,MLT_OUTLET_001,TH_001,92.150048,strong,34.888626117647064,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.871577,6,1.0,80.1589,0
2019-11-01,MLT_OUTLET_001,TH_002,89.62391466666668,strong,34.65722023529412,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.935688,5,1.0,77.9914,0
2019-11-01,MLT_OUTLET_002,TH_003,91.301024,strong,28.268139529411762,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.691,5,1.0,83.2557,0
2019-11-01,MLT_OUTLET_002,TH_004,95.210688,strong,23.058839058823526,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.648671,3,1.0,85.0334,0
2019-11-01,MLT_OUTLET_003,TH_005,89.436672,strong,31.41160094117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.76714,5,1.0,71.9896,0
2019-11-01,MLT_OUTLET_003,TH_006,95.318784,strong,25.57639717647059,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.621305,5,1.0,92.0212,0
2019-12-01,MLT_OUTLET_001,TH_001,93.312416,strong,35.06090282352941,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.895537,6,1.0,83.4213,0
2019-12-01,MLT_OUTLET_001,TH_002,95.85264,strong,31.404130588235294,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.843577,5,1.0,87.0395,0
2019-12-01,MLT_OUTLET_002,TH_003,95.06816,strong,27.95179294117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.76935,4,1.0,84.588,0
2019-12-01,MLT_OUTLET_002,TH_004,95.614688,strong,28.568597882352936,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.849945,4,1.0,95.2509,0
2019-12-01,MLT_OUTLET_003,TH_005,68.96423200000001,watchlist,55.43683898039215,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,8.1596,0.989439,6,1.0,61.5851,1
2019-12-01,MLT_OUTLET_003,TH_006,95.7856,strong,30.479082352941173,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.803194,5,1.0,86.83,0
2020-01-01,MLT_OUTLET_001,TH_001,97.708032,strong,24.650123294117645,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.671102,4,1.0,92.8376,0
2020-01-01,MLT_OUTLET_001,TH_002,93.003248,strong,23.335179058823527,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,0.875,83.6039,0
2020-01-01,MLT_OUTLET_002,TH_003,95.268048,strong,24.485879058823528,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,0.875,90.6814,0
2020-01-01,MLT_OUTLET_002,TH_004,87.65032,strong,30.287250588235292,guarded,dayoff_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.637265,5,0.625,87.1435,0
2020-01-01,MLT_OUTLET_003,TH_005,88.547248,strong,28.13692611764706,guarded,dayoff_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.62319,4,0.625,85.6364,0
2020-01-01,MLT_OUTLET_003,TH_006,92.650112,strong,27.492372705882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.711287,4,1.0,77.0316,0
2020-02-01,MLT_OUTLET_001,TH_001,91.142848,strong,33.12651435294118,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.877416,5,1.0,79.3214,0
2020-02-01,MLT_OUTLET_001,TH_002,96.381856,strong,22.10109811764706,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.647874,3,1.0,92.8583,0
2020-02-01,MLT_OUTLET_002,TH_003,98.107136,strong,21.280200470588237,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.619241,3,1.0,94.0848,0
2020-02-01,MLT_OUTLET_002,TH_004,92.746736,strong,25.43137105882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,0.875,82.8023,0
2020-02-01,MLT_OUTLET_003,TH_005,84.439056,healthy,28.845492235294117,guarded,dayoff_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.629552,3,0.375,85.1458,0
2020-02-01,MLT_OUTLET_003,TH_006,92.12248,strong,25.66546705882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,0.875,80.8515,0
2020-03-01,MLT_OUTLET_001,TH_001,97.136256,strong,21.191551058823528,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,91.0508,0
2020-03-01,MLT_OUTLET_001,TH_002,91.56272,strong,23.869556470588236,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.667164,3,1.0,81.9035,0
2020-03-01,MLT_OUTLET_002,TH_003,94.126912,strong,22.255855058823528,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,82.1816,0
2020-03-01,MLT_OUTLET_002,TH_004,95.540192,strong,21.79007505882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,86.0631,0
2020-03-01,MLT_OUTLET_003,TH_005,90.358208,strong,22.88911905882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,76.9044,0
2020-03-01,MLT_OUTLET_003,TH_006,86.71155200000001,strong,25.37641505882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,1.0,72.8436,0
2020-04-01,MLT_OUTLET_001,TH_001,97.809728,strong,22.563728470588234,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.669051,3,1.0,93.1554,0
2020-04-01,MLT_OUTLET_001,TH_002,91.039744,strong,26.470919529411766,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.66771,4,1.0,76.9992,0
2020-04-01,MLT_OUTLET_002,TH_003,95.669184,strong,26.80431482352941,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.645161,5,1.0,86.4662,0
2020-04-01,MLT_OUTLET_002,TH_004,94.490016,strong,25.156938117647055,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.666829,4,1.0,87.7763,0
2020-04-01,MLT_OUTLET_003,TH_005,94.678144,strong,21.355543058823528,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,89.6842,0
2020-04-01,MLT_OUTLET_003,TH_006,93.302976,strong,22.02063105882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,84.1418,0
2020-05-01,MLT_OUTLET_001,TH_001,89.57753600000001,strong,28.996165176470587,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.751729,4,1.0,72.4298,0
2020-05-01,MLT_OUTLET_001,TH_002,94.238144,strong,24.278343058823527,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,1.0,81.9942,0
2020-05-01,MLT_OUTLET_002,TH_003,92.665056,strong,22.158098117647054,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.604524,3,1.0,83.8833,0
2020-05-01,MLT_OUTLET_002,TH_004,91.175072,strong,26.618877411764707,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.618797,5,1.0,82.8421,0
2020-05-01,MLT_OUTLET_003,TH_005,90.20576,strong,22.524487058823528,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,79.943,0
2020-05-01,MLT_OUTLET_003,TH_006,96.5632,strong,21.261294117647058,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.508831,4,1.0,89.26,0
2020-06-01,MLT_OUTLET_001,TH_001,92.365248,strong,24.03147905882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.669853,3,1.0,81.0814,0
2020-06-01,MLT_OUTLET_001,TH_002,93.686304,strong,22.76438894117647,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.574853,4,1.0,89.6797,0
2020-06-01,MLT_OUTLET_002,TH_003,93.479584,strong,23.098179529411766,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.635988,3,1.0,82.2187,0
2020-06-01,MLT_OUTLET_002,TH_004,93.613472,strong,27.44450094117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.669441,5,1.0,85.8921,0
2020-06-01,MLT_OUTLET_003,TH_005,89.17280000000001,strong,30.292188235294116,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.71921,5,1.0,71.92,0
2020-06-01,MLT_OUTLET_003,TH_006,90.778912,strong,28.796096235294115,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.677373,5,1.0,76.1841,0
2020-07-01,MLT_OUTLET_001,TH_001,93.979456,strong,28.599798117647058,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.694539,5,1.0,81.1858,0
2020-07-01,MLT_OUTLET_001,TH_002,88.934432,strong,22.847435058823528,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.618326,3,1.0,80.8451,0
2020-07-01,MLT_OUTLET_002,TH_003,96.814368,strong,22.08407082352941,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.632802,3,1.0,90.0449,0
2020-07-01,MLT_OUTLET_002,TH_004,95.731488,strong,20.89873905882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,93.4909,0
2020-07-01,MLT_OUTLET_003,TH_005,88.75283200000001,strong,28.22374682352941,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.645161,5,1.0,74.6376,0
2020-07-01,MLT_OUTLET_003,TH_006,93.875456,strong,23.78855105882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,1.0,86.0758,0
2020-08-01,MLT_OUTLET_001,TH_001,97.24928,strong,21.2872494117647,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.614462,3,1.0,93.089,0
2020-08-01,MLT_OUTLET_001,TH_002,88.77088,strong,31.340672941176475,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.792606,5,1.0,77.574,0
2020-08-01,MLT_OUTLET_002,TH_003,94.86256,strong,21.006787058823527,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,92.5905,0
2020-08-01,MLT_OUTLET_002,TH_004,98.717312,strong,20.598655058823528,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,95.9916,0
2020-08-01,MLT_OUTLET_003,TH_005,97.880704,strong,20.91238305882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,3,1.0,93.3772,0
2020-08-01,MLT_OUTLET_003,TH_006,92.20544,strong,29.935712941176472,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.663389,6,1.0,80.612,0
2020-09-01,MLT_OUTLET_001,TH_001,96.52688,strong,22.97306705882353,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,1.0,92.8715,0
2020-09-01,MLT_OUTLET_001,TH_002,83.64993066666668,healthy,35.26623678431372,guarded,schedule_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.700132,5,1.0,65.6177,1
2020-09-01,MLT_OUTLET_002,TH_003,93.4452,strong,25.16944705882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.6,4,0.875,84.985,0
