treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.883,yes,45,45,45.0,73.0,61.64,2672.1,36.6,59.38,59.38,50.78,17.87,10.4,10.75,4.2,1.16,10.73,100.0,59.38,61.64,42.5525,4.7170000000000005,78.4,71.19,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,45,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00315,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.173,no,23,23,28.75,56.75,50.66,2141.99,37.74,74.5,93.13,56.67,16.23,13.29,8.55,3.88,2.93,26.17,100.0,74.5,50.66,46.559999999999995,4.315,91.0,75.02,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00316,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.173,no,56,56,56.0,84.0,66.67,3144.4,37.43,56.15,56.15,46.46,25.65,11.51,6.67,2.9,1.59,14.97,100.0,56.15,66.67,41.2575,3.189,51.4,67.99,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,56,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00317,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.173,no,56,56,42.0,70.0,60.0,1755.6,25.08,41.8,31.35,54.91,19.54,9.13,10.99,4.03,3.07,28.11,100.0,41.8,60.0,46.067499999999995,5.12,26.200000000000003,60.94,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,56,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00318,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.173,no,56,56,42.0,70.0,60.0,2828.56,40.41,67.35,50.51,53.84,23.9,15.9,6.71,4.26,3.37,29.4,100.0,67.35,60.0,46.355000000000004,3.9649999999999994,96.4,75.63,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,56,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00319,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.173,no,56,56,56.0,84.0,66.67,3324.16,39.57,59.36,59.36,47.34,20.89,9.59,8.44,2.23,1.98,15.26,100.0,59.36,66.67,40.727500000000006,3.5969999999999995,90.1,73.29,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,56,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00320,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.173,no,43,43,43.0,71.0,60.56,3440.86,48.46,80.02,80.02,57.19,22.27,11.7,10.74,2.22,1.22,10.33,100.0,80.02,60.56,48.46,4.132,82.0,77.37,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,43,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00321,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.081,no,55,55,55.0,83.0,66.27,3363.25,40.52,61.15,61.15,41.31,20.83,11.66,9.54,2.15,1.65,13.31,100.0,61.15,66.27,36.19,3.8369999999999997,78.4,71.5,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00322,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.081,no,52,52,52.0,80.0,65.0,3500.64,43.76,67.32,67.32,56.31,19.86,13.29,10.65,3.22,1.63,14.34,100.0,67.32,65.0,47.197500000000005,4.486999999999999,84.7,75.21,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00323,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.081,no,58,58,58.0,86.0,67.44,4556.48,52.98,78.56,78.56,51.66,17.48,17.0,9.02,3.07,2.41,20.23,100.0,78.56,67.44,43.114999999999995,4.109,96.4,79.13,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,58,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00324,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.081,no,48,48,48.0,76.0,63.16,4682.88,61.62,97.56,97.56,52.29,18.9,15.43,9.12,2.22,3.3,30.08,100.0,97.56,63.16,43.9425,4.061999999999999,89.2,82.19,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,48,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00325,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.081,no,21,21,26.25,54.25,48.39,1970.01,36.31,75.05,93.81,53.96,19.26,13.47,8.6,2.43,1.8,13.95,100.0,75.05,48.39,45.285,3.6689999999999996,91.0,74.59,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,21,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00326,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.081,no,52,52,52.0,80.0,65.0,2907.32,36.34,55.91,55.91,45.72,16.0,13.6,6.27,4.25,1.13,9.11,100.0,55.91,65.0,38.29,3.3819999999999997,51.4,67.14,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00327,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.081,no,52,52,39.0,67.0,58.21,1713.4,25.57,43.93,32.95,40.07,18.96,15.67,6.31,4.52,1.89,14.53,100.0,43.93,58.21,34.792500000000004,3.627,26.200000000000003,59.44,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00328,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.081,no,52,52,39.0,67.0,58.21,2557.36,38.17,65.57,49.18,45.64,25.47,17.03,7.35,4.53,2.21,20.64,100.0,65.57,58.21,40.597500000000004,4.005999999999999,96.4,73.96,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00329,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.081,no,52,52,52.0,80.0,65.0,3151.72,39.4,60.61,60.61,52.37,21.93,12.49,10.82,2.27,2.77,24.69,100.0,60.61,65.0,44.76,4.481,90.1,73.86,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00330,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.081,no,40,40,40.0,68.0,58.82,3024.0,44.47,75.6,75.6,51.99,27.59,15.85,6.83,4.14,3.66,32.61,100.0,75.6,58.82,45.89,4.023,82.0,75.59,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00331,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.03,no,52,52,52.0,80.0,65.0,3071.12,38.39,59.06,59.06,51.59,16.58,12.24,6.53,4.35,3.68,31.27,100.0,59.06,65.0,42.837500000000006,4.0,78.4,71.82,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,52,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00332,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.03,no,49,49,49.0,77.0,63.64,3214.4,41.75,65.6,65.6,46.64,20.44,9.47,8.29,2.63,3.15,26.24,100.0,65.6,63.64,40.09,3.9059999999999997,84.7,73.47,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00333,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.03,no,55,55,55.0,83.0,66.27,4274.6,51.5,77.72,77.72,51.83,21.67,16.92,10.25,2.64,1.6,14.21,100.0,77.72,66.27,44.290000000000006,4.187,96.4,78.9,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00334,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.03,no,46,46,46.0,74.0,62.16,4494.66,60.74,97.71,97.71,51.73,24.86,11.84,7.48,2.41,2.81,23.26,100.0,97.71,62.16,45.0125,3.529,89.2,82.26,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,46,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00335,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.03,no,20,20,25.0,53.0,47.17,1897.4,35.8,75.9,94.87,45.17,20.41,9.52,7.0,4.67,1.31,11.2,100.0,75.9,47.17,38.98,3.7630000000000003,91.0,73.56,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,20,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00336,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.03,no,49,49,49.0,77.0,63.64,2670.5,34.68,54.5,54.5,46.82,20.05,9.17,10.18,2.04,1.35,11.23,100.0,54.5,63.64,40.127500000000005,3.936,51.4,66.81,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00337,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.03,no,49,49,36.75,64.75,56.76,1590.54,24.56,43.28,32.46,50.71,16.12,13.18,8.02,3.59,3.7,31.57,100.0,43.28,56.76,42.0625,4.223,26.200000000000003,60.14,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00338,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.03,no,49,49,36.75,64.75,56.76,2464.21,38.06,67.05,50.29,53.91,22.26,17.78,7.56,4.32,1.35,10.18,100.0,67.05,56.76,45.997499999999995,3.834,96.4,74.93,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00339,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.03,no,49,49,49.0,77.0,63.64,3052.21,39.64,62.29,62.29,44.78,16.21,11.64,10.04,2.36,3.16,27.01,100.0,62.29,63.64,37.6375,4.352,90.1,72.89,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00340,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.03,no,38,38,38.0,66.0,57.58,2944.62,44.62,77.49,77.49,45.4,23.76,17.77,7.86,2.0,3.37,25.45,100.0,77.49,57.58,39.989999999999995,3.632,82.0,74.91,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,38,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00341,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.979,no,49,49,49.0,77.0,63.64,3017.91,39.19,61.59,61.59,48.24,20.78,11.73,9.92,4.34,1.18,9.42,100.0,61.59,63.64,41.375,4.513999999999999,78.4,71.9,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00342,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.979,no,47,47,47.0,75.0,62.67,3042.31,40.56,64.73,64.73,48.53,16.69,17.62,8.42,4.24,3.64,33.01,100.0,64.73,62.67,40.57,4.526,84.7,73.11,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00343,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.979,no,53,53,53.0,81.0,65.43,4166.86,51.44,78.62,78.62,41.36,20.39,11.03,8.72,4.89,1.55,12.05,100.0,78.62,65.43,36.1175,4.393000000000001,96.4,77.64,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00344,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.979,no,44,44,44.0,72.0,61.11,4303.64,59.77,97.81,97.81,42.65,25.73,14.72,9.91,3.73,2.09,18.47,100.0,97.81,61.11,38.419999999999995,4.51,89.2,80.96,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,44,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00345,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.979,no,19,19,23.75,51.75,45.89,1745.91,33.74,73.51,91.89,45.23,21.64,17.01,7.73,4.75,2.98,22.73,100.0,73.51,45.89,39.332499999999996,4.34,91.0,72.77,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,19,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00346,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.979,no,47,47,47.0,75.0,62.67,2539.41,33.86,54.03,54.03,48.06,17.61,17.62,6.04,3.89,2.48,19.82,100.0,54.03,62.67,40.447500000000005,3.475,51.4,66.61,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00347,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.979,no,47,47,35.25,63.25,55.73,1526.56,24.14,43.31,32.48,44.94,25.68,13.14,9.4,2.23,2.53,21.17,100.0,43.31,55.73,40.125,3.995,26.200000000000003,59.67,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00348,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.979,no,47,47,35.25,63.25,55.73,2259.76,35.73,64.11,48.08,43.77,16.6,16.59,6.83,3.34,3.75,34.05,100.0,64.11,55.73,36.9775,3.801,96.4,72.6,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00349,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.979,no,47,47,47.0,75.0,62.67,2944.55,39.26,62.65,62.65,43.54,27.42,17.95,7.21,4.88,2.99,28.32,100.0,62.65,62.67,39.510000000000005,4.225,90.1,73.11,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00350,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.979,no,36,36,36.0,64.0,56.25,2833.56,44.27,78.71,78.71,50.68,16.88,14.6,7.3,3.31,3.75,29.53,100.0,78.71,56.25,42.23,3.933,82.0,75.3,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,36,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00351,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.122,no,57,57,57.0,85.0,67.06,3484.98,41.0,61.14,61.14,57.28,22.26,17.8,10.54,4.83,3.12,24.41,100.0,61.14,67.06,48.525,5.234999999999999,78.4,73.5,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,57,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00352,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.122,no,54,54,54.0,82.0,65.85,3553.2,43.33,65.8,65.8,51.53,24.0,10.46,9.59,2.74,2.58,23.35,100.0,65.8,65.85,44.6475,4.215,84.7,74.62,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,54,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00353,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.122,no,60,60,60.0,88.0,68.18,4559.4,51.81,75.99,75.99,46.43,27.11,11.06,6.06,2.03,2.78,22.05,100.0,75.99,68.18,41.599999999999994,2.9829999999999997,96.4,78.5,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,60,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00354,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.122,no,50,50,50.0,78.0,64.1,4788.0,61.38,95.76,95.76,41.72,21.14,9.26,10.24,4.19,2.35,20.71,100.0,95.76,64.1,36.575,4.799,89.2,80.69,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00355,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.122,no,22,22,27.5,55.5,49.55,2001.12,36.06,72.77,90.96,56.55,27.92,9.4,7.44,3.19,3.13,25.81,100.0,72.77,49.55,49.3925,3.815,91.0,74.9,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,22,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00356,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.122,no,54,54,54.0,82.0,65.85,2968.92,36.21,54.98,54.98,57.12,22.93,12.21,9.77,4.76,3.21,25.65,100.0,54.98,65.85,48.5725,5.001,51.4,68.59,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,54,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00357,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.122,no,54,54,40.5,68.5,59.12,1761.48,25.72,43.49,32.62,44.33,18.3,17.26,7.79,3.97,1.29,10.94,100.0,43.49,59.12,37.822500000000005,3.7859999999999996,26.200000000000003,59.97,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,54,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00358,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.122,no,54,54,40.5,68.5,59.12,2629.26,38.38,64.92,48.69,43.15,26.4,11.54,6.19,2.11,3.66,31.72,100.0,64.92,59.12,38.9625,3.222,96.4,73.77,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,54,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00359,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.122,no,54,54,54.0,82.0,65.85,3286.44,40.08,60.86,60.86,53.66,19.39,12.18,8.9,3.55,3.5,32.91,100.0,60.86,65.85,45.0925,4.435,90.1,74.13,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,54,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00360,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.122,no,41,41,41.0,69.0,59.42,3300.09,47.83,80.49,80.49,48.57,21.97,10.84,8.1,4.34,2.66,20.9,100.0,80.49,59.42,41.92,4.263999999999999,82.0,76.22,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,41,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
