outlet_id,outlet_name,market_context,period_type,period_start,period_end,year,month,month_id,rolling_window_weeks,market_regime,outlet_positioning,treatment_category,treatment_variant,session_duration_min,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent
MLT_OUTLET_001,Valletta,Malta,monthly,2019-03-01,2019-03-31,2019,3,2019-03,12,pre_covid_growth,premium_core,scrub,standard,45,48,48,36.0,64.0,56.25,2313.6,36.15,64.27,48.2,55.45,25.83,13.87,9.66,2.56,2.99,24.29
MLT_OUTLET_001,Valletta,Malta,monthly,2019-03-01,2019-03-31,2019,3,2019-03,12,pre_covid_growth,premium_core,swedish,standard,60,48,48,48.0,76.0,63.16,2928.48,38.53,61.01,61.01,46.44,21.93,16.45,10.11,3.38,1.94,15.21
MLT_OUTLET_001,Valletta,Malta,monthly,2019-03-01,2019-03-31,2019,3,2019-03,12,pre_covid_growth,premium_core,wrap,standard,60,37,37,37.0,65.0,56.92,2941.13,45.25,79.49,79.49,44.32,17.7,12.13,10.13,2.3,2.26,20.34
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,aromatherapy,standard,60,52,52,52.0,80.0,65.0,3148.6,39.36,60.55,60.55,55.15,21.66,17.81,9.1,3.06,2.78,21.52
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,body_treatment,standard,60,49,49,49.0,77.0,63.64,3269.77,42.46,66.73,66.73,41.25,18.1,16.7,7.63,4.06,1.64,15.01
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,deep_tissue,standard,60,55,55,55.0,83.0,66.27,4115.1,49.58,74.82,74.82,49.23,19.66,10.91,9.21,4.08,1.09,8.86
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,facial,basic,60,46,46,46.0,74.0,62.16,4508.92,60.93,98.02,98.02,53.79,25.46,14.98,10.69,4.61,1.73,16.1
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,hot_stone,standard,75,20,20,25.0,53.0,47.17,1891.8,35.69,75.67,94.59,48.05,21.52,16.78,8.8,2.33,2.53,20.9
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,massage,standard,60,49,49,49.0,77.0,63.64,2805.74,36.44,57.26,57.26,40.76,24.88,17.26,6.55,3.27,1.78,16.44
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,reflexology,standard,45,49,49,36.75,64.75,56.76,1568.0,24.22,42.67,32.0,54.49,16.22,17.67,10.55,4.26,3.03,24.61
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,scrub,standard,45,49,49,36.75,64.75,56.76,2490.18,38.46,67.76,50.82,42.03,24.44,13.87,7.41,4.62,1.27,10.14
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,swedish,standard,60,49,49,49.0,77.0,63.64,2892.96,37.57,59.04,59.04,50.77,19.57,11.7,8.34,2.9,3.08,23.4
MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,2019,4,2019-04,12,pre_covid_growth,premium_core,wrap,standard,60,37,37,37.0,65.0,56.92,2980.35,45.85,80.55,80.55,50.68,26.71,10.67,10.26,4.0,1.22,9.74
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,aromatherapy,standard,60,53,53,53.0,81.0,65.43,3240.95,40.01,61.15,61.15,57.92,26.27,13.69,6.17,3.75,1.18,10.8
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,body_treatment,standard,60,50,50,50.0,78.0,64.1,3318.5,42.54,66.37,66.37,56.37,24.03,16.46,6.57,2.28,3.46,29.92
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,deep_tissue,standard,60,56,56,56.0,84.0,66.67,4261.04,50.73,76.09,76.09,47.82,25.29,14.42,8.15,2.95,3.5,29.35
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,facial,basic,60,47,47,47.0,75.0,62.67,4591.9,61.23,97.7,97.7,52.65,18.85,13.61,9.16,3.78,1.29,10.68
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,hot_stone,standard,75,20,20,25.0,53.0,47.17,1867.8,35.24,74.71,93.39,50.81,24.92,13.56,9.26,4.85,2.78,21.21
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,massage,standard,60,50,50,50.0,78.0,64.1,2722.0,34.9,54.44,54.44,40.82,17.68,11.49,7.81,3.42,3.72,30.37
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,reflexology,standard,45,50,50,37.5,65.5,57.25,1622.0,24.76,43.25,32.44,45.05,18.48,13.65,6.98,3.83,1.02,7.63
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,scrub,standard,45,50,50,37.5,65.5,57.25,2434.5,37.17,64.92,48.69,46.1,25.63,14.15,6.18,2.32,2.44,19.7
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,swedish,standard,60,50,50,50.0,78.0,64.1,3149.5,40.38,62.99,62.99,51.11,17.37,12.11,7.99,2.26,2.42,22.39
MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,2019,5,2019-05,12,pre_covid_growth,premium_core,wrap,standard,60,38,38,38.0,66.0,57.58,2975.02,45.08,78.29,78.29,42.37,19.3,12.55,9.51,4.98,2.18,18.15
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,aromatherapy,standard,60,55,55,55.0,83.0,66.27,3389.65,40.84,61.63,61.63,45.57,25.89,17.6,9.57,3.82,3.3,24.76
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,body_treatment,standard,60,52,52,52.0,80.0,65.0,3460.08,43.25,66.54,66.54,41.07,23.25,15.18,6.26,2.77,1.32,10.92
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,deep_tissue,standard,60,59,59,59.0,87.0,67.82,4469.84,51.38,75.76,75.76,47.54,25.01,9.64,7.85,2.36,1.22,10.05
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,facial,basic,60,49,49,49.0,77.0,63.64,4899.51,63.63,99.99,99.99,46.51,23.12,9.09,9.34,4.04,2.78,25.94
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,hot_stone,standard,75,21,21,26.25,54.25,48.39,1978.41,36.47,75.37,94.21,42.17,26.83,9.6,10.37,4.17,2.5,19.42
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,massage,standard,60,52,52,52.0,80.0,65.0,2782.0,34.77,53.5,53.5,48.75,22.93,9.39,8.11,2.89,1.34,11.59
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,reflexology,standard,45,52,52,39.0,67.0,58.21,1670.24,24.93,42.83,32.12,55.22,24.31,12.87,9.65,3.96,2.88,23.22
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,scrub,standard,45,52,52,39.0,67.0,58.21,2547.48,38.02,65.32,48.99,54.37,25.87,16.72,9.94,3.34,3.57,29.82
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,swedish,standard,60,52,52,52.0,80.0,65.0,3138.2,39.23,60.35,60.35,50.82,24.47,15.2,8.91,3.11,2.05,16.05
MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,2019,6,2019-06,12,pre_covid_growth,premium_core,wrap,standard,60,40,40,40.0,68.0,58.82,3117.6,45.85,77.94,77.94,46.23,17.85,9.23,6.71,4.67,2.81,24.64
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,aromatherapy,standard,60,58,58,58.0,86.0,67.44,3435.92,39.95,59.24,59.24,45.6,24.13,14.45,6.36,3.23,2.02,16.04
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,body_treatment,standard,60,55,55,55.0,83.0,66.27,3749.35,45.17,68.17,68.17,42.53,21.83,9.25,8.27,4.06,2.42,22.77
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,deep_tissue,standard,60,61,61,61.0,89.0,68.54,4598.18,51.66,75.38,75.38,46.98,17.92,9.21,6.19,2.09,3.12,26.24
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,facial,basic,60,51,51,51.0,79.0,64.56,4872.03,61.67,95.53,95.53,57.21,19.77,17.0,10.5,2.35,2.69,24.61
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,hot_stone,standard,75,22,22,27.5,55.5,49.55,2126.3,38.31,77.32,96.65,47.01,20.63,12.06,7.44,4.88,2.52,19.65
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,massage,standard,60,55,55,55.0,83.0,66.27,3058.55,36.85,55.61,55.61,55.01,21.29,11.72,8.71,4.29,1.73,13.62
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,reflexology,standard,45,55,55,41.25,69.25,59.57,1730.85,24.99,41.96,31.47,57.4,22.69,12.13,7.71,2.81,2.63,20.42
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,scrub,standard,45,55,55,41.25,69.25,59.57,2720.85,39.29,65.96,49.47,47.23,27.93,16.92,9.13,3.47,2.75,23.72
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,swedish,standard,60,55,55,55.0,83.0,66.27,3390.75,40.85,61.65,61.65,40.71,21.71,13.89,7.01,3.19,1.64,15.44
MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,2019,7,2019-07,12,pre_covid_growth,premium_core,wrap,standard,60,42,42,42.0,70.0,60.0,3384.36,48.35,80.58,80.58,55.66,17.57,16.11,9.61,3.6,1.35,12.26
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,aromatherapy,standard,60,59,59,59.0,87.0,67.82,3479.23,39.99,58.97,58.97,42.68,21.55,17.83,10.39,4.83,2.35,21.72
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,body_treatment,standard,60,56,56,56.0,84.0,66.67,3713.92,44.21,66.32,66.32,43.66,25.14,12.48,7.88,2.86,2.43,20.63
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,deep_tissue,standard,60,63,63,63.0,91.0,69.23,4813.83,52.9,76.41,76.41,47.34,25.93,15.88,10.33,4.94,2.61,24.53
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,facial,basic,60,53,53,53.0,81.0,65.43,5031.29,62.11,94.93,94.93,47.9,26.16,17.04,6.55,4.56,1.17,10.89
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,hot_stone,standard,75,23,23,28.75,56.75,50.66,2141.99,37.74,74.5,93.13,56.67,16.23,13.29,8.55,3.88,2.93,26.17
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,massage,standard,60,56,56,56.0,84.0,66.67,3144.4,37.43,56.15,56.15,46.46,25.65,11.51,6.67,2.9,1.59,14.97
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,reflexology,standard,45,56,56,42.0,70.0,60.0,1755.6,25.08,41.8,31.35,54.91,19.54,9.13,10.99,4.03,3.07,28.11
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,scrub,standard,45,56,56,42.0,70.0,60.0,2828.56,40.41,67.35,50.51,53.84,23.9,15.9,6.71,4.26,3.37,29.4
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,swedish,standard,60,56,56,56.0,84.0,66.67,3324.16,39.57,59.36,59.36,47.34,20.89,9.59,8.44,2.23,1.98,15.26
MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,2019,8,2019-08,12,pre_covid_growth,premium_core,wrap,standard,60,43,43,43.0,71.0,60.56,3440.86,48.46,80.02,80.02,57.19,22.27,11.7,10.74,2.22,1.22,10.33
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,aromatherapy,standard,60,55,55,55.0,83.0,66.27,3363.25,40.52,61.15,61.15,41.31,20.83,11.66,9.54,2.15,1.65,13.31
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,body_treatment,standard,60,52,52,52.0,80.0,65.0,3500.64,43.76,67.32,67.32,56.31,19.86,13.29,10.65,3.22,1.63,14.34
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,deep_tissue,standard,60,58,58,58.0,86.0,67.44,4556.48,52.98,78.56,78.56,51.66,17.48,17.0,9.02,3.07,2.41,20.23
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,facial,basic,60,48,48,48.0,76.0,63.16,4682.88,61.62,97.56,97.56,52.29,18.9,15.43,9.12,2.22,3.3,30.08
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,hot_stone,standard,75,21,21,26.25,54.25,48.39,1970.01,36.31,75.05,93.81,53.96,19.26,13.47,8.6,2.43,1.8,13.95
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,massage,standard,60,52,52,52.0,80.0,65.0,2907.32,36.34,55.91,55.91,45.72,16.0,13.6,6.27,4.25,1.13,9.11
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,reflexology,standard,45,52,52,39.0,67.0,58.21,1713.4,25.57,43.93,32.95,40.07,18.96,15.67,6.31,4.52,1.89,14.53
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,scrub,standard,45,52,52,39.0,67.0,58.21,2557.36,38.17,65.57,49.18,45.64,25.47,17.03,7.35,4.53,2.21,20.64
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,swedish,standard,60,52,52,52.0,80.0,65.0,3151.72,39.4,60.61,60.61,52.37,21.93,12.49,10.82,2.27,2.77,24.69
MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,2019,9,2019-09,12,pre_covid_growth,premium_core,wrap,standard,60,40,40,40.0,68.0,58.82,3024.0,44.47,75.6,75.6,51.99,27.59,15.85,6.83,4.14,3.66,32.61
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,aromatherapy,standard,60,52,52,52.0,80.0,65.0,3071.12,38.39,59.06,59.06,51.59,16.58,12.24,6.53,4.35,3.68,31.27
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,body_treatment,standard,60,49,49,49.0,77.0,63.64,3214.4,41.75,65.6,65.6,46.64,20.44,9.47,8.29,2.63,3.15,26.24
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,deep_tissue,standard,60,55,55,55.0,83.0,66.27,4274.6,51.5,77.72,77.72,51.83,21.67,16.92,10.25,2.64,1.6,14.21
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,facial,basic,60,46,46,46.0,74.0,62.16,4494.66,60.74,97.71,97.71,51.73,24.86,11.84,7.48,2.41,2.81,23.26
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,hot_stone,standard,75,20,20,25.0,53.0,47.17,1897.4,35.8,75.9,94.87,45.17,20.41,9.52,7.0,4.67,1.31,11.2
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,massage,standard,60,49,49,49.0,77.0,63.64,2670.5,34.68,54.5,54.5,46.82,20.05,9.17,10.18,2.04,1.35,11.23
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,reflexology,standard,45,49,49,36.75,64.75,56.76,1590.54,24.56,43.28,32.46,50.71,16.12,13.18,8.02,3.59,3.7,31.57
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,scrub,standard,45,49,49,36.75,64.75,56.76,2464.21,38.06,67.05,50.29,53.91,22.26,17.78,7.56,4.32,1.35,10.18
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,swedish,standard,60,49,49,49.0,77.0,63.64,3052.21,39.64,62.29,62.29,44.78,16.21,11.64,10.04,2.36,3.16,27.01
MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,2019,10,2019-10,12,pre_covid_growth,premium_core,wrap,standard,60,38,38,38.0,66.0,57.58,2944.62,44.62,77.49,77.49,45.4,23.76,17.77,7.86,2.0,3.37,25.45
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,aromatherapy,standard,60,49,49,49.0,77.0,63.64,3017.91,39.19,61.59,61.59,48.24,20.78,11.73,9.92,4.34,1.18,9.42
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,body_treatment,standard,60,47,47,47.0,75.0,62.67,3042.31,40.56,64.73,64.73,48.53,16.69,17.62,8.42,4.24,3.64,33.01
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,deep_tissue,standard,60,53,53,53.0,81.0,65.43,4166.86,51.44,78.62,78.62,41.36,20.39,11.03,8.72,4.89,1.55,12.05
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,facial,basic,60,44,44,44.0,72.0,61.11,4303.64,59.77,97.81,97.81,42.65,25.73,14.72,9.91,3.73,2.09,18.47
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,hot_stone,standard,75,19,19,23.75,51.75,45.89,1745.91,33.74,73.51,91.89,45.23,21.64,17.01,7.73,4.75,2.98,22.73
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,massage,standard,60,47,47,47.0,75.0,62.67,2539.41,33.86,54.03,54.03,48.06,17.61,17.62,6.04,3.89,2.48,19.82
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,reflexology,standard,45,47,47,35.25,63.25,55.73,1526.56,24.14,43.31,32.48,44.94,25.68,13.14,9.4,2.23,2.53,21.17
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,scrub,standard,45,47,47,35.25,63.25,55.73,2259.76,35.73,64.11,48.08,43.77,16.6,16.59,6.83,3.34,3.75,34.05
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,swedish,standard,60,47,47,47.0,75.0,62.67,2944.55,39.26,62.65,62.65,43.54,27.42,17.95,7.21,4.88,2.99,28.32
MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,2019,11,2019-11,12,pre_covid_growth,premium_core,wrap,standard,60,36,36,36.0,64.0,56.25,2833.56,44.27,78.71,78.71,50.68,16.88,14.6,7.3,3.31,3.75,29.53
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,aromatherapy,standard,60,57,57,57.0,85.0,67.06,3484.98,41.0,61.14,61.14,57.28,22.26,17.8,10.54,4.83,3.12,24.41
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,body_treatment,standard,60,54,54,54.0,82.0,65.85,3553.2,43.33,65.8,65.8,51.53,24.0,10.46,9.59,2.74,2.58,23.35
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,deep_tissue,standard,60,60,60,60.0,88.0,68.18,4559.4,51.81,75.99,75.99,46.43,27.11,11.06,6.06,2.03,2.78,22.05
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,facial,basic,60,50,50,50.0,78.0,64.1,4788.0,61.38,95.76,95.76,41.72,21.14,9.26,10.24,4.19,2.35,20.71
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,hot_stone,standard,75,22,22,27.5,55.5,49.55,2001.12,36.06,72.77,90.96,56.55,27.92,9.4,7.44,3.19,3.13,25.81
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,massage,standard,60,54,54,54.0,82.0,65.85,2968.92,36.21,54.98,54.98,57.12,22.93,12.21,9.77,4.76,3.21,25.65
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,reflexology,standard,45,54,54,40.5,68.5,59.12,1761.48,25.72,43.49,32.62,44.33,18.3,17.26,7.79,3.97,1.29,10.94
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,scrub,standard,45,54,54,40.5,68.5,59.12,2629.26,38.38,64.92,48.69,43.15,26.4,11.54,6.19,2.11,3.66,31.72
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,swedish,standard,60,54,54,54.0,82.0,65.85,3286.44,40.08,60.86,60.86,53.66,19.39,12.18,8.9,3.55,3.5,32.91
MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,2019,12,2019-12,12,pre_covid_growth,premium_core,wrap,standard,60,41,41,41.0,69.0,59.42,3300.09,47.83,80.49,80.49,48.57,21.97,10.84,8.1,4.34,2.66,20.9
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,aromatherapy,standard,60,42,42,42.0,70.0,60.0,2486.4,35.52,59.2,59.2,41.28,16.83,17.47,10.28,2.62,2.42,20.13
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,body_treatment,standard,60,40,40,40.0,68.0,58.82,2694.0,39.62,67.35,67.35,52.49,25.25,14.89,10.18,3.0,1.42,13.18
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,deep_tissue,standard,60,44,44,44.0,72.0,61.11,3352.8,46.57,76.2,76.2,40.68,17.53,15.89,7.41,3.28,1.0,8.33
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,facial,basic,60,37,37,37.0,65.0,56.92,3593.81,55.29,97.13,97.13,44.07,19.65,11.74,6.27,4.92,1.65,12.34
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,hot_stone,standard,75,16,16,20.0,48.0,41.67,1519.52,31.66,75.98,94.97,51.93,24.9,16.64,10.83,2.67,2.18,17.7
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,massage,standard,60,40,40,40.0,68.0,58.82,2188.8,32.19,54.72,54.72,43.27,20.45,17.12,9.56,4.45,3.26,30.86
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,reflexology,standard,45,40,40,30.0,58.0,51.72,1322.4,22.8,44.08,33.06,51.9,16.94,13.9,7.97,3.77,2.99,23.4
MLT_OUTLET_001,Valletta,Malta,monthly,2020-01-01,2020-01-31,2020,1,2020-01,12,pre_shock_softening,premium_core,scrub,standard,45,40,40,30.0,58.0,51.72,2026.0,34.93,67.53,50.65,40.76,19.18,14.41,8.92,4.86,1.83,16.34
