period_date,outlet_id,therapist_id,scheduled_hours,booked_hours,productive_capacity_hours,idle_hours,break_hours,recovery_gap_hours,overtime_hours,split_shift_flag,coverage_gap_flag,day_off_flag,worked_flag,day_off_days,worked_days,schedule_stability_score_0_100,workload_density_ratio,consecutive_workdays,burnout_exposure_flag,external_demand_proxy_index
2019-03-01,MLT_OUTLET_002,TH_003,185.5346,114.82,152.1384,37.3184,19.0319,0.7459,0.0,0,0,0,1,7,23,90.0279,0.754708,5,0,100.0
2019-03-01,MLT_OUTLET_002,TH_004,105.8754,67.52,86.8179,19.2979,10.2549,0.8732,0.0,0,0,0,1,12,14,84.6457,0.77772,4,0,100.0
2019-03-01,MLT_OUTLET_003,TH_005,160.6127,106.27,131.7024,25.4324,14.2668,0.8879,0.0,0,0,0,1,8,22,87.9575,0.806895,5,0,100.0
2019-03-01,MLT_OUTLET_003,TH_006,137.9761,77.97,113.1404,35.1704,12.718,0.8909,0.0,0,0,0,1,12,17,84.847,0.689144,5,0,100.0
2019-04-01,MLT_OUTLET_001,TH_001,137.4669,89.06,112.7229,23.6629,12.4234,0.7904,0.0,0,0,0,1,12,18,93.9419,0.790079,4,0,102.0
2019-04-01,MLT_OUTLET_001,TH_002,112.7749,94.35,92.4755,0.0,11.5144,0.7596,5.6479,0,1,0,1,12,17,62.1008,1.020271,8,1,102.0
2019-04-01,MLT_OUTLET_002,TH_003,174.9108,103.66,143.4269,39.7669,18.2044,0.6247,0.0,0,0,0,1,8,22,92.662,0.722738,4,0,102.0
2019-04-01,MLT_OUTLET_002,TH_004,117.9684,78.69,96.7341,18.0441,11.7198,0.5621,0.0,1,0,0,1,12,16,76.4386,0.813467,5,0,102.0
2019-04-01,MLT_OUTLET_003,TH_005,174.3735,96.93,142.9862,46.0562,16.0653,0.6771,0.0,0,0,0,1,7,23,87.909,0.677897,4,0,102.0
2019-04-01,MLT_OUTLET_003,TH_006,134.8057,80.72,110.5406,29.8206,12.718,0.7503,0.0,0,0,0,1,12,17,84.2779,0.730229,5,0,102.0
2019-05-01,MLT_OUTLET_001,TH_001,103.3075,81.47,84.7122,3.2422,9.464,0.7203,7.5923,0,1,0,1,12,15,72.2554,0.961727,6,1,105.1
2019-05-01,MLT_OUTLET_001,TH_002,132.3881,91.39,108.5583,17.1683,14.1618,0.9201,0.0,1,0,0,1,11,19,74.8797,0.841852,4,0,105.1
2019-05-01,MLT_OUTLET_002,TH_003,179.804,118.66,147.4393,28.7793,19.0319,0.5574,0.0,0,0,0,1,7,23,90.5012,0.804806,5,0,105.1
2019-05-01,MLT_OUTLET_002,TH_004,108.0591,85.04,88.6084,3.5684,10.7765,0.5323,4.0137,0,1,0,1,12,16,78.4812,0.959728,6,1,105.1
2019-05-01,MLT_OUTLET_003,TH_005,171.3932,111.23,140.5424,29.3124,16.0653,0.6934,0.0,0,0,0,1,7,23,91.5277,0.791434,5,0,105.1
2019-05-01,MLT_OUTLET_003,TH_006,133.8969,89.64,109.7955,20.1555,12.718,0.9296,0.0,0,0,0,1,12,17,86.8475,0.816427,4,0,105.1
2019-06-01,MLT_OUTLET_001,TH_001,119.5814,90.37,98.0568,7.6868,10.9912,0.7755,0.0,0,0,0,1,12,16,88.2213,0.921609,5,0,109.1
2019-06-01,MLT_OUTLET_001,TH_002,133.9383,95.86,109.8294,13.9694,14.1618,0.5745,0.0,0,0,0,1,11,19,81.3174,0.872808,6,0,109.1
2019-06-01,MLT_OUTLET_002,TH_003,116.2811,82.88,95.3505,12.4705,12.4121,0.8791,0.0,0,0,0,1,12,15,88.5684,0.869214,5,0,109.1
2019-06-01,MLT_OUTLET_002,TH_004,107.2363,75.07,87.9338,12.8638,10.9874,0.8174,0.0,0,0,0,1,12,15,82.8167,0.853711,5,0,109.1
2019-06-01,MLT_OUTLET_003,TH_005,156.0599,110.63,127.9691,17.3391,14.6683,0.9121,0.0,0,0,0,1,9,21,87.2387,0.864506,5,0,109.1
2019-06-01,MLT_OUTLET_003,TH_006,135.5029,90.34,111.1124,20.7724,12.718,0.5353,0.0,0,0,0,1,12,17,92.222,0.813051,5,0,109.1
2019-07-01,MLT_OUTLET_001,TH_001,111.2639,89.14,91.2364,2.0964,10.1796,0.7028,0.0,0,1,0,1,12,15,83.5773,0.977022,7,1,114.2
2019-07-01,MLT_OUTLET_001,TH_002,117.9579,98.66,96.7255,0.0,12.3651,0.5955,0.0,0,1,0,1,12,17,83.3055,1.02,6,1,114.2
2019-07-01,MLT_OUTLET_002,TH_003,137.0706,107.01,112.3979,5.3879,13.9343,0.5288,0.0,1,1,0,1,12,17,63.3534,0.952064,7,1,114.2
2019-07-01,MLT_OUTLET_002,TH_004,109.7504,84.73,89.9953,5.2653,10.894,0.6196,0.0,0,0,0,1,12,15,88.9243,0.941494,6,1,114.2
2019-07-01,MLT_OUTLET_003,TH_005,142.5647,100.33,116.9031,16.5731,13.2713,0.9183,0.0,0,0,0,1,11,19,86.1593,0.858232,5,0,114.2
2019-07-01,MLT_OUTLET_003,TH_006,108.4973,72.49,88.9678,16.4778,10.4736,0.5378,0.0,0,0,0,1,12,14,81.8601,0.814789,5,0,114.2
2019-08-01,MLT_OUTLET_001,TH_001,117.751,92.33,96.5558,4.2258,10.9081,0.7302,0.0,0,1,0,1,12,16,90.3498,0.956234,5,1,117.3
2019-08-01,MLT_OUTLET_001,TH_002,87.494,73.18,71.7451,0.0,9.4557,0.6177,0.0,0,1,0,1,12,13,76.3569,1.02,8,1,117.3
2019-08-01,MLT_OUTLET_002,TH_003,143.4042,106.36,117.5915,11.2315,14.8824,0.8625,0.0,0,0,0,1,12,18,85.0631,0.904487,7,1,117.3
2019-08-01,MLT_OUTLET_002,TH_004,90.0201,80.96,73.8165,0.0,8.5604,0.6667,3.7007,0,1,0,1,12,13,71.5392,1.06,7,1,117.3
2019-08-01,MLT_OUTLET_003,TH_005,110.4728,85.8,90.5877,4.7877,10.3713,0.6086,0.0,0,0,0,1,12,15,77.501,0.947148,6,1,117.3
2019-08-01,MLT_OUTLET_003,TH_006,131.0488,92.52,107.46,14.94,12.718,0.8664,0.0,0,0,0,1,12,17,84.8641,0.860971,5,0,117.3
2019-09-01,MLT_OUTLET_001,TH_001,112.3537,79.14,92.1301,12.9901,10.3529,0.6895,0.0,0,0,0,1,12,15,89.2182,0.859003,4,0,108.1
2019-09-01,MLT_OUTLET_001,TH_002,90.971,74.29,74.5962,0.3062,9.5337,0.7489,7.5925,0,1,0,1,12,14,65.4923,0.995895,7,1,108.1
2019-09-01,MLT_OUTLET_002,TH_003,122.0978,90.2,100.1202,9.9202,12.4101,0.9108,0.0,0,0,0,1,12,15,87.1364,0.900917,5,0,108.1
2019-09-01,MLT_OUTLET_002,TH_004,88.2914,74.04,72.399,0.0,8.6332,0.5876,2.4714,0,1,0,1,12,13,73.1067,1.022667,7,1,108.1
2019-09-01,MLT_OUTLET_003,TH_005,138.0553,111.43,113.2054,1.7754,12.081,0.5738,4.594,1,1,0,1,11,19,59.9105,0.984317,7,1,108.1
2019-09-01,MLT_OUTLET_003,TH_006,131.0051,83.21,107.4242,24.2142,12.718,0.8589,0.0,0,0,0,1,12,17,80.2623,0.774593,4,0,108.1
2019-10-01,MLT_OUTLET_001,TH_001,111.5805,84.5,91.496,6.996,10.1866,0.695,5.9631,0,1,0,1,12,16,67.4757,0.923537,7,1,103.0
2019-10-01,MLT_OUTLET_001,TH_002,122.8436,85.45,100.7318,15.2818,13.4165,0.7981,0.0,0,0,0,1,12,18,92.7464,0.848292,4,0,103.0
2019-10-01,MLT_OUTLET_002,TH_003,172.0887,112.13,141.1127,28.9827,18.2044,0.9323,0.0,0,0,0,1,8,22,92.9655,0.794613,5,0,103.0
2019-10-01,MLT_OUTLET_002,TH_004,103.0228,67.22,84.4787,17.2587,10.2549,0.6332,0.0,0,0,0,1,12,14,95.0368,0.795703,4,0,103.0
2019-10-01,MLT_OUTLET_003,TH_005,149.0898,94.43,122.2536,27.8236,13.9698,0.5593,0.0,0,0,0,1,10,20,80.38,0.772411,4,0,103.0
2019-10-01,MLT_OUTLET_003,TH_006,126.2732,83.08,103.544,20.464,11.9699,0.8945,0.0,0,0,0,1,12,16,84.6205,0.802364,4,0,103.0
2019-11-01,MLT_OUTLET_001,TH_001,133.148,95.16,109.1814,14.0214,12.1636,0.6562,0.0,0,0,0,1,11,19,80.1589,0.871577,6,0,97.9
2019-11-01,MLT_OUTLET_001,TH_002,114.3805,87.76,93.792,6.032,11.7301,0.8218,0.0,0,1,0,1,12,17,77.9914,0.935688,5,0,97.9
2019-11-01,MLT_OUTLET_002,TH_003,149.2182,84.55,122.3589,37.8089,15.722,0.5412,0.0,0,0,0,1,11,19,83.2557,0.691,5,0,97.9
2019-11-01,MLT_OUTLET_002,TH_004,154.481,82.17,126.6744,44.5044,15.3823,0.8807,0.0,0,0,0,1,9,21,85.0334,0.648671,3,0,97.9
2019-11-01,MLT_OUTLET_003,TH_005,123.7094,77.82,101.4417,23.6217,11.6728,0.8214,0.0,1,0,0,1,12,18,71.9896,0.76714,5,0,97.9
2019-11-01,MLT_OUTLET_003,TH_006,143.5217,73.12,117.6878,44.5678,13.4661,0.617,0.0,0,0,0,1,12,18,92.0212,0.621305,5,0,97.9
2019-12-01,MLT_OUTLET_001,TH_001,107.7021,79.09,88.3157,9.2257,9.6627,0.6636,0.0,0,0,0,1,12,14,83.4213,0.895537,6,0,112.2
2019-12-01,MLT_OUTLET_001,TH_002,107.6427,74.46,88.267,13.807,11.1804,0.789,0.0,0,0,0,1,12,15,87.0395,0.843577,5,0,112.2
2019-12-01,MLT_OUTLET_002,TH_003,150.1902,94.75,123.1559,28.4059,15.722,0.8769,0.0,0,0,0,1,11,19,84.588,0.76935,4,0,112.2
2019-12-01,MLT_OUTLET_002,TH_004,117.3963,81.82,96.265,14.445,11.7198,0.5709,0.0,0,0,0,1,12,16,95.2509,0.849945,4,0,112.2
2019-12-01,MLT_OUTLET_003,TH_005,110.0402,89.28,90.2329,0.9529,10.1612,0.6902,8.1596,1,1,0,1,12,16,61.5851,0.989439,6,1,112.2
2019-12-01,MLT_OUTLET_003,TH_006,147.2475,96.98,120.7429,23.7629,14.2142,0.8155,0.0,0,0,0,1,11,19,86.83,0.803194,5,0,112.2
2020-01-01,MLT_OUTLET_001,TH_001,159.1484,87.58,130.5017,42.9217,14.494,0.8656,0.0,0,0,0,1,9,21,92.8376,0.671102,4,0,82.8
2020-01-01,MLT_OUTLET_001,TH_002,157.6626,77.57,129.2833,51.7133,17.1433,0.9162,0.0,0,0,0,1,7,23,83.6039,0.6,3,0,82.8
2020-01-01,MLT_OUTLET_002,TH_003,182.0122,89.55,149.25,59.7,19.0319,0.8544,0.0,0,0,0,1,7,23,90.6814,0.6,4,0,82.8
2020-01-01,MLT_OUTLET_002,TH_004,187.6158,98.04,153.845,55.805,18.3123,0.5634,0.0,0,0,0,1,5,25,87.1435,0.637265,5,0,82.8
2020-01-01,MLT_OUTLET_003,TH_005,186.0021,95.05,152.5217,57.4717,17.4622,0.6496,0.0,0,0,0,1,5,25,85.6364,0.62319,4,0,82.8
2020-01-01,MLT_OUTLET_003,TH_006,133.9551,78.13,109.8432,31.7132,12.5661,0.8881,0.0,0,0,0,1,12,18,77.0316,0.711287,4,0,82.8
2020-02-01,MLT_OUTLET_001,TH_001,118.5716,85.31,97.2287,11.9187,10.8833,0.61,0.0,0,0,0,1,12,17,79.3214,0.877416,5,0,84.6
2020-02-01,MLT_OUTLET_001,TH_002,150.9251,80.18,123.7586,43.5786,16.3979,0.6667,0.0,0,0,0,1,8,22,92.8583,0.647874,3,0,84.6
2020-02-01,MLT_OUTLET_002,TH_003,165.0722,83.82,135.3592,51.5392,17.377,0.8446,0.0,0,0,0,1,9,21,94.0848,0.619241,3,0,84.6
2020-02-01,MLT_OUTLET_002,TH_004,166.8699,82.1,136.8333,54.7333,16.8473,0.7967,0.0,0,0,0,1,7,23,82.8023,0.6,4,0,84.6
2020-02-01,MLT_OUTLET_003,TH_005,204.3457,105.49,167.5635,62.0735,18.8592,0.6214,0.0,0,0,0,1,3,27,85.1458,0.629552,3,0,84.6
2020-02-01,MLT_OUTLET_003,TH_006,179.5528,88.34,147.2333,58.8933,17.2067,0.8436,0.0,0,0,0,1,7,23,80.8515,0.6,4,0,84.6
2020-03-01,MLT_OUTLET_001,TH_001,100.813,49.6,82.6667,33.0667,8.9725,0.7757,0.0,0,0,0,1,12,13,91.0508,0.6,3,0,27.4
2020-03-01,MLT_OUTLET_001,TH_002,75.7301,41.43,62.0987,20.6687,8.199,0.5846,0.0,0,0,0,1,12,11,81.9035,0.667164,3,0,27.4
2020-03-01,MLT_OUTLET_002,TH_003,67.8659,33.39,55.65,22.26,7.4473,0.7393,0.0,0,0,0,1,12,9,82.1816,0.6,3,0,27.4
2020-03-01,MLT_OUTLET_002,TH_004,64.2073,31.59,52.65,21.06,6.5924,0.7697,0.0,0,0,0,1,12,9,86.0631,0.6,3,0,27.4
2020-03-01,MLT_OUTLET_003,TH_005,95.5285,47.0,78.3333,31.3333,9.0804,0.7093,0.0,1,0,0,1,12,13,76.9044,0.6,3,0,27.4
2020-03-01,MLT_OUTLET_003,TH_006,63.6585,31.32,52.2,20.88,6.7331,0.5626,0.0,1,0,0,1,12,9,72.8436,0.6,4,0,27.4
2020-04-01,MLT_OUTLET_001,TH_001,71.3059,39.12,58.4709,19.3509,6.2117,0.8266,0.0,0,0,0,1,12,9,93.1554,0.669051,3,0,28.0
2020-04-01,MLT_OUTLET_001,TH_002,62.1162,34.01,50.9353,16.9253,6.9536,0.7746,0.0,1,0,0,1,12,10,76.9992,0.66771,4,0,28.0
2020-04-01,MLT_OUTLET_002,TH_003,92.225,48.79,75.6245,26.8345,10.1072,0.7649,0.0,0,0,0,1,12,13,86.4662,0.645161,5,0,28.0
2020-04-01,MLT_OUTLET_002,TH_004,72.5677,39.68,59.5055,19.8255,7.5074,0.6501,0.0,0,0,0,1,12,11,87.7763,0.666829,4,0,28.0
2020-04-01,MLT_OUTLET_003,TH_005,85.9756,42.3,70.5,28.2,7.6834,0.6237,0.0,0,0,0,1,12,11,89.6842,0.6,3,0,28.0
2020-04-01,MLT_OUTLET_003,TH_006,92.2154,45.37,75.6167,30.2467,8.9774,0.6486,0.0,0,0,0,1,12,12,84.1418,0.6,3,0,28.0
2020-05-01,MLT_OUTLET_001,TH_001,63.9015,39.39,52.3992,13.0092,6.4019,0.8803,0.0,1,0,0,1,12,10,72.4298,0.751729,4,0,28.8
2020-05-01,MLT_OUTLET_001,TH_002,87.9065,43.25,72.0833,28.8333,9.6897,0.8076,0.0,0,0,0,1,12,13,81.9942,0.6,4,0,28.8
2020-05-01,MLT_OUTLET_002,TH_003,107.6639,53.37,88.2844,34.9144,10.7572,0.6139,0.0,0,0,0,1,12,13,83.8833,0.604524,3,0,28.8
2020-05-01,MLT_OUTLET_002,TH_004,58.0,29.43,47.56,18.13,6.8249,0.5416,0.0,0,0,0,1,12,10,82.8421,0.618797,5,0,28.8
2020-05-01,MLT_OUTLET_003,TH_005,96.6667,47.56,79.2667,31.7067,9.0804,0.639,0.0,1,0,0,1,12,13,79.943,0.6,3,0,28.8
2020-05-01,MLT_OUTLET_003,TH_006,58.0,24.2,47.56,23.36,6.7331,0.768,0.0,0,0,0,1,12,9,89.26,0.508831,4,0,28.8
2020-06-01,MLT_OUTLET_001,TH_001,68.0164,37.36,55.7734,18.4134,6.2117,0.6512,0.0,0,0,0,1,12,9,81.0814,0.669853,3,0,30.0
2020-06-01,MLT_OUTLET_001,TH_002,58.0,27.34,47.56,20.22,6.7082,0.5618,0.0,0,0,0,1,12,9,89.6797,0.574853,4,0,30.0
2020-06-01,MLT_OUTLET_002,TH_003,63.4312,33.08,52.0135,18.9335,7.4473,0.6981,0.0,0,0,0,1,12,9,82.2187,0.635988,3,0,30.0
2020-06-01,MLT_OUTLET_002,TH_004,81.0469,44.49,66.4584,21.9684,8.1899,0.633,0.0,0,0,0,1,12,12,85.8921,0.669441,5,0,30.0
2020-06-01,MLT_OUTLET_003,TH_005,74.4211,43.89,61.0253,17.1353,7.1334,0.7349,0.0,1,0,0,1,12,11,71.92,0.71921,5,0,30.0
2020-06-01,MLT_OUTLET_003,TH_006,85.5529,47.52,70.1534,22.6334,8.3774,0.8637,0.0,1,0,0,1,12,12,76.1841,0.677373,5,0,30.0
2020-07-01,MLT_OUTLET_001,TH_001,116.3608,66.27,95.4159,29.1459,10.3529,0.9309,0.0,0,0,0,1,12,15,81.1858,0.694539,5,0,53.8
2020-07-01,MLT_OUTLET_001,TH_002,109.0079,55.27,89.3865,34.1165,11.9258,0.5415,0.0,1,0,0,1,12,16,80.8451,0.618326,3,0,53.8
2020-07-01,MLT_OUTLET_002,TH_003,143.7277,74.58,117.8567,43.2767,14.8945,0.8739,0.0,0,0,0,1,12,18,90.0449,0.632802,3,0,53.8
2020-07-01,MLT_OUTLET_002,TH_004,102.2154,50.29,83.8167,33.5267,10.2549,0.6134,0.0,0,0,0,1,12,14,93.4909,0.6,3,0,53.8
2020-07-01,MLT_OUTLET_003,TH_005,156.5878,82.84,128.402,45.562,14.2668,0.5543,0.0,0,0,0,1,8,22,74.6376,0.645161,5,0,53.8
2020-07-01,MLT_OUTLET_003,TH_006,122.0935,60.07,100.1167,40.0467,11.2218,0.6457,0.0,0,0,0,1,12,15,86.0758,0.6,4,0,53.8
2020-08-01,MLT_OUTLET_001,TH_001,154.8451,78.02,126.973,48.953,14.494,0.7163,0.0,0,0,0,1,9,21,93.089,0.614462,3,0,55.2
2020-08-01,MLT_OUTLET_001,TH_002,95.2401,61.9,78.0968,16.1968,10.4304,0.4967,0.0,0,0,0,1,12,15,77.574,0.792606,5,0,55.2
2020-08-01,MLT_OUTLET_002,TH_003,166.3008,81.82,136.3667,54.5467,17.377,0.5771,0.0,0,0,0,1,9,21,92.5905,0.6,3,0,55.2
2020-08-01,MLT_OUTLET_002,TH_004,122.4593,60.25,100.4167,40.1667,12.4523,0.9042,0.0,0,0,0,1,12,17,95.9916,0.6,3,0,55.2
2020-08-01,MLT_OUTLET_003,TH_005,158.6382,78.05,130.0833,52.0333,14.6683,0.7916,0.0,0,0,0,1,9,21,93.3772,0.6,3,0,55.2
2020-08-01,MLT_OUTLET_003,TH_006,144.0313,78.35,118.1057,39.7557,13.2642,0.6506,0.0,0,0,0,1,11,19,80.612,0.663389,6,0,55.2
2020-09-01,MLT_OUTLET_001,TH_001,165.6707,81.51,135.85,54.34,15.1842,0.6755,0.0,0,0,0,1,8,22,92.8715,0.6,4,0,50.9
2020-09-01,MLT_OUTLET_001,TH_002,118.9149,68.27,97.5102,29.2402,12.5165,0.7241,0.0,1,0,0,1,12,18,65.6177,0.700132,5,1,50.9
2020-09-01,MLT_OUTLET_002,TH_003,182.4797,89.78,149.6333,59.8533,19.0319,0.9137,0.0,0,0,0,1,7,23,84.985,0.6,4,0,50.9
2020-09-01,MLT_OUTLET_002,TH_004,98.0876,52.95,80.4318,27.4818,9.5549,0.6407,0.0,0,0,0,1,12,14,84.5423,0.658321,4,0,50.9
2020-09-01,MLT_OUTLET_003,TH_005,111.6057,54.91,91.5167,36.6067,10.4773,0.8539,0.0,0,0,0,1,12,15,91.6762,0.6,3,0,50.9
2020-09-01,MLT_OUTLET_003,TH_006,134.6138,66.23,110.3833,44.1533,12.718,0.7628,0.0,0,0,0,1,12,17,92.3139,0.6,4,0,50.9
2020-10-01,MLT_OUTLET_001,TH_001,103.0698,55.85,84.5173,28.6673,9.6627,0.5474,0.0,0,0,0,1,12,14,89.7266,0.660812,3,0,48.5
2020-10-01,MLT_OUTLET_001,TH_002,157.2813,80.01,128.9707,48.9607,17.1433,0.8559,0.0,1,0,0,1,7,23,77.4077,0.620374,4,0,48.5
2020-10-01,MLT_OUTLET_002,TH_003,167.6119,82.99,137.4417,54.4517,17.377,0.6455,0.0,0,0,0,1,9,21,92.921,0.60382,4,0,48.5
2020-10-01,MLT_OUTLET_002,TH_004,117.6626,57.89,96.4833,38.5933,11.7198,0.7253,0.0,0,0,0,1,12,16,92.3147,0.6,3,0,48.5
2020-10-01,MLT_OUTLET_003,TH_005,134.9067,71.37,110.6235,39.2535,12.3213,0.5914,0.0,0,0,0,1,11,19,79.4169,0.645161,5,0,48.5
2020-10-01,MLT_OUTLET_003,TH_006,146.1382,71.9,119.8333,47.9333,13.4661,0.5835,0.0,1,0,0,1,12,18,76.8348,0.6,3,0,48.5
2020-11-01,MLT_OUTLET_001,TH_001,166.0163,81.68,136.1333,54.4533,15.1842,0.871,0.0,0,0,0,1,8,22,94.3503,0.6,4,0,46.1
2020-11-01,MLT_OUTLET_001,TH_002,103.2359,57.72,84.6534,26.9334,11.1258,0.8457,0.0,0,0,0,1,12,16,84.31,0.681839,5,0,46.1
2020-11-01,MLT_OUTLET_002,TH_003,176.9309,87.05,145.0833,58.0333,18.2044,0.6231,0.0,0,0,0,1,8,22,85.9273,0.6,4,0,46.1
2020-11-01,MLT_OUTLET_002,TH_004,141.8902,69.81,116.35,46.54,13.9173,0.7767,0.0,0,0,0,1,11,19,85.2134,0.6,4,0,46.1
2020-11-01,MLT_OUTLET_003,TH_005,167.2561,82.29,137.15,54.86,15.3668,0.7386,0.0,0,0,0,1,8,22,91.7758,0.6,3,0,46.1
2020-11-01,MLT_OUTLET_003,TH_006,135.8943,66.86,111.4333,44.5733,12.718,0.9058,0.0,0,0,0,1,12,17,92.0252,0.6,3,0,46.1
2020-12-01,MLT_OUTLET_001,TH_001,148.9224,73.44,122.1163,48.6763,13.8038,0.7556,0.0,0,0,0,1,10,20,87.4604,0.601394,4,0,52.8
2020-12-01,MLT_OUTLET_001,TH_002,128.0285,62.99,104.9833,41.9933,13.4165,0.6125,0.0,1,0,0,1,12,18,81.6695,0.6,4,0,52.8
2020-12-01,MLT_OUTLET_002,TH_003,184.065,90.56,150.9333,60.3733,19.0319,0.6603,0.0,0,0,0,1,7,23,86.0923,0.6,4,0,52.8
2020-12-01,MLT_OUTLET_002,TH_004,150.9146,74.25,123.75,49.5,14.6498,0.8831,0.0,0,0,0,1,10,20,90.5615,0.6,4,0,52.8
2020-12-01,MLT_OUTLET_003,TH_005,123.4896,65.33,101.2615,35.9315,11.6728,0.5809,0.0,1,0,0,1,12,18,69.8231,0.645161,5,1,52.8
2020-12-01,MLT_OUTLET_003,TH_006,132.622,65.25,108.75,43.5,12.718,0.7299,0.0,0,0,0,1,12,17,91.7439,0.6,4,0,52.8
2021-01-01,MLT_OUTLET_001,TH_001,124.1552,77.51,101.8073,24.2973,10.8833,0.7264,0.0,0,0,0,1,12,17,85.2503,0.761341,4,0,62.6
2021-01-01,MLT_OUTLET_001,TH_002,107.5783,55.96,88.2142,32.2542,11.1804,0.9084,0.0,0,0,0,1,12,15,89.6155,0.634365,4,0,62.6
2021-01-01,MLT_OUTLET_002,TH_003,160.752,79.09,131.8167,52.7267,16.5495,0.7305,0.0,0,0,0,1,10,20,83.6171,0.6,4,0,62.6
2021-01-01,MLT_OUTLET_002,TH_004,149.8374,73.72,122.8667,49.1467,14.6498,0.7656,0.0,0,0,0,1,10,20,91.0859,0.6,3,0,62.6
2021-01-01,MLT_OUTLET_003,TH_005,139.0447,68.41,114.0167,45.6067,13.2713,0.9143,0.0,0,0,0,1,11,19,91.9846,0.6,3,0,62.6
2021-01-01,MLT_OUTLET_003,TH_006,118.3537,58.23,97.05,38.82,11.2218,0.6636,0.0,1,0,0,1,12,15,81.6273,0.6,3,0,62.6
2021-02-01,MLT_OUTLET_001,TH_001,144.4106,71.05,118.4167,47.3667,13.1136,0.645,0.0,0,0,0,1,11,19,86.1796,0.6,3,0,63.9
2021-02-01,MLT_OUTLET_001,TH_002,125.3455,61.67,102.7833,41.1133,13.4165,0.6222,0.0,0,0,0,1,12,18,84.462,0.6,4,0,63.9
2021-02-01,MLT_OUTLET_002,TH_003,117.7574,64.96,96.5611,31.6011,12.4396,0.5155,0.0,0,0,0,1,12,16,81.6257,0.672735,3,0,63.9
2021-02-01,MLT_OUTLET_002,TH_004,132.0668,71.94,108.2948,36.3548,12.9673,0.5112,0.0,0,0,0,1,11,19,89.444,0.664298,5,0,63.9
2021-02-01,MLT_OUTLET_003,TH_005,150.122,73.86,123.1,49.24,13.9698,0.9495,0.0,0,0,0,1,10,20,81.7681,0.6,3,0,63.9
2021-02-01,MLT_OUTLET_003,TH_006,124.878,61.44,102.4,40.96,11.9699,0.8242,0.0,0,0,0,1,12,16,82.191,0.6,3,0,63.9
2021-03-01,MLT_OUTLET_001,TH_001,156.8518,78.75,128.6185,49.8685,14.494,0.7057,0.0,0,0,0,1,9,21,91.6122,0.612276,3,0,66.6
2021-03-01,MLT_OUTLET_001,TH_002,138.9692,73.86,113.9548,40.0948,14.9072,0.8923,0.0,0,0,0,1,10,20,87.96,0.648152,3,0,66.6
2021-03-01,MLT_OUTLET_002,TH_003,158.2114,77.84,129.7333,51.8933,16.5495,0.6574,0.0,0,0,0,1,10,20,89.2563,0.6,4,0,66.6
2021-03-01,MLT_OUTLET_002,TH_004,130.4065,64.16,106.9333,42.7733,13.1848,0.5334,0.0,0,0,0,1,12,18,89.9296,0.6,4,0,66.6
2021-03-01,MLT_OUTLET_003,TH_005,140.5691,69.16,115.2667,46.1067,13.2713,0.6368,0.0,0,0,0,1,11,19,85.9544,0.6,3,0,66.6
2021-03-01,MLT_OUTLET_003,TH_006,144.2683,70.98,118.3,47.32,13.4661,0.7391,0.0,0,0,0,1,12,18,87.7229,0.6,4,0,66.6
2021-04-01,MLT_OUTLET_001,TH_001,118.8943,61.59,97.4933,35.9033,11.0431,0.9307,0.0,0,0,0,1,12,16,88.3502,0.631736,3,0,68.0
2021-04-01,MLT_OUTLET_001,TH_002,138.6992,68.24,113.7333,45.4933,14.9072,0.9235,0.0,0,0,0,1,10,20,80.9233,0.6,3,0,68.0
2021-04-01,MLT_OUTLET_002,TH_003,147.2967,72.47,120.7833,48.3133,14.8945,0.8411,0.0,0,0,0,1,12,18,84.8997,0.6,3,0,68.0
2021-04-01,MLT_OUTLET_002,TH_004,106.7232,56.46,87.513,31.053,10.2374,0.8735,0.0,0,0,0,1,12,15,76.2051,0.645161,4,0,68.0
2021-04-01,MLT_OUTLET_003,TH_005,148.6382,73.13,121.8833,48.7533,13.9698,0.861,0.0,0,0,0,1,10,20,90.8818,0.6,3,0,68.0
2021-04-01,MLT_OUTLET_003,TH_006,111.2598,58.86,91.233,32.373,10.4718,0.4853,0.0,0,0,0,1,12,15,78.4289,0.645161,6,0,68.0
2021-05-01,MLT_OUTLET_001,TH_001,123.5051,68.15,101.2742,33.1242,11.0431,0.5444,0.0,0,0,0,1,12,16,88.3538,0.672926,4,0,70.0
2021-05-01,MLT_OUTLET_001,TH_002,88.9723,55.26,72.9573,17.6973,9.735,0.8435,0.0,0,0,0,1,12,14,77.7603,0.757429,4,0,70.0
2021-05-01,MLT_OUTLET_002,TH_003,188.8823,95.01,154.8835,59.8735,19.8594,0.7429,0.0,0,0,0,1,6,24,90.9064,0.613429,4,0,70.0
2021-05-01,MLT_OUTLET_002,TH_004,112.3171,55.26,92.1,36.84,10.9874,0.8594,0.0,0,0,0,1,12,15,94.8282,0.6,4,0,70.0
2021-05-01,MLT_OUTLET_003,TH_005,148.3333,72.98,121.6333,48.6533,13.9698,0.5351,0.0,0,0,0,1,10,20,85.6209,0.6,4,0,70.0
2021-05-01,MLT_OUTLET_003,TH_006,117.3577,57.74,96.2333,38.4933,11.2218,0.7454,0.0,0,0,0,1,12,15,80.2102,0.6,4,0,70.0
2021-06-01,MLT_OUTLET_001,TH_001,154.8711,79.61,126.9943,47.3843,14.494,0.6725,0.0,0,0,0,1,9,21,87.9503,0.626879,4,0,72.8
