year,month,month_id,month_label,quarter,airport_passengers_international,tourism_demand_air_passengers_international,accommodation_nights_spent,unemployment_rate_percent,hicp_restaurants_hotels_index,hicp_restaurants_hotels_yoy,source_value_raw_airport,source_dataset_airport,source_airport_code_airport,source_scope_airport,source_value_raw_tourism,source_dataset_tourism,source_geo_tourism,source_scope_tourism,source_dataset_accommodation,source_geo_accommodation,source_scope_accommodation,source_dataset_labour,source_geo_labour,source_scope_labour,source_dataset_index_cpi,source_dataset_yoy_cpi,source_scope_cpi,period_date,month_num,airport_passengers_international__winsorized,airport_passengers_international__score_0_100,airport_passengers_international__used_flag,tourism_demand_air_passengers_international__winsorized,tourism_demand_air_passengers_international__score_0_100,tourism_demand_air_passengers_international__used_flag,accommodation_nights_spent__winsorized,accommodation_nights_spent__score_0_100,accommodation_nights_spent__used_flag,footfall_proxy_features_available,footfall_proxy_air_component_present_flag,footfall_proxy_core_components_present,external_context_flow_score_0_100_raw,external_context_flow_score_0_100,external_context_flow_band,footfall_proxy_signal_quality,footfall_proxy_weight_regime,external_context_flow_method,external_context_flow_inputs,external_context_flow_note
2019,8,2019-08,2019-08,3,,,1152782.0,4.2,,3.5,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-08-01,8,,,0,,,0,1152782.0,93.52,1,1,0,1,93.52,86.11,very high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,9,2019-09,2019-09,3,,,960523.0,4.233333333333333,,3.35,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-09-01,9,,,0,,,0,960523.0,73.15,1,1,0,1,73.15,85.19,very high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,10,2019-10,2019-10,4,,,951529.0,4.1,,3.25,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-10-01,10,,,0,,,0,951529.0,71.3,1,1,0,1,71.3,79.32,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,11,2019-11,2019-11,4,,,691598.0,4.066666666666666,,3.0,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-11-01,11,,,0,,,0,691598.0,43.52,1,1,0,1,43.52,62.66,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,12,2019-12,2019-12,4,,,568491.0,3.9333333333333336,,2.6,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-12-01,12,,,0,,,0,568491.0,31.48,1,1,0,1,31.48,48.77,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,1,2020-01,2020-01,1,,,498068.0,3.9333333333333336,,2.15,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-01-01,1,,,0,,,0,498068.0,22.22,1,1,0,1,22.22,32.41,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,2,2020-02,2020-02,1,,,588991.0,3.8,,1.9,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-02-01,2,,,0,,,0,588991.0,34.26,1,1,0,1,34.26,29.32,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,3,2020-03,2020-03,1,,,244927.0,4.166666666666667,,1.95,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-03-01,3,,,0,,,0,244927.0,12.04,1,1,0,1,12.04,22.84,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,4,2020-04,2020-04,2,,,11673.0,4.666666666666667,,1.4,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-04-01,4,,,0,,,0,100941.55,3.24,1,1,0,1,3.24,16.51,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,5,2020-05,2020-05,2,,,13172.0,4.8,,1.45,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-05-01,5,,,0,,,0,100941.55,3.24,1,1,0,1,3.24,6.17,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,6,2020-06,2020-06,2,,,39340.0,5.1,,1.8,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-06-01,6,,,0,,,0,100941.55,3.24,1,1,0,1,3.24,3.24,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,7,2020-07,2020-07,3,,,294995.0,5.333333333333333,,1.65,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-07-01,7,,,0,,,0,294995.0,13.89,1,1,0,1,13.89,6.79,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,8,2020-08,2020-08,3,,,503816.0,5.466666666666666,,1.5499999999999998,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-08-01,8,,,0,,,0,503816.0,24.07,1,1,0,1,24.07,13.73,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,9,2020-09,2020-09,3,,,290155.0,5.4,,1.05,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-09-01,9,,,0,,,0,290155.0,12.96,1,1,0,1,12.96,16.97,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,10,2020-10,2020-10,4,,,234469.0,5.3,,0.55,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-10-01,10,,,0,,,0,234469.0,10.19,1,1,0,1,10.19,15.74,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,11,2020-11,2020-11,4,,,105890.0,5.066666666666666,,-0.15,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-11-01,11,,,0,,,0,105890.0,6.48,1,1,0,1,6.48,9.88,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2020,12,2020-12,2020-12,4,,,119688.0,4.833333333333333,,0.0,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2020-12-01,12,,,0,,,0,119688.0,7.41,1,1,0,1,7.41,8.03,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,1,2021-01,2021-01,1,,,98277.0,4.466666666666667,,-0.1,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-01-01,1,,,0,,,0,100941.55,3.24,1,1,0,1,3.24,5.71,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,2,2021-02,2021-02,1,,,127162.0,4.266666666666667,,0.0499999999999999,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-02-01,2,,,0,,,0,127162.0,8.33,1,1,0,1,8.33,6.33,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,3,2021-03,2021-03,1,,,79675.0,3.9666666666666655,,-0.15,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-03-01,3,,,0,,,0,100941.55,3.24,1,1,0,1,3.24,4.94,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,4,2021-04,2021-04,2,,,69629.0,3.7,,0.6,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-04-01,4,,,0,,,0,100941.55,3.24,1,1,0,1,3.24,4.94,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,5,2021-05,2021-05,2,,,142267.0,3.733333333333333,,1.75,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-05-01,5,,,0,,,0,142267.0,9.26,1,1,0,1,9.26,5.25,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,6,2021-06,2021-06,2,,,385593.0,3.8,,1.45,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-06-01,6,,,0,,,0,385593.0,16.67,1,1,0,1,16.67,9.72,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,7,2021-07,2021-07,3,,,638256.0,3.8333333333333335,,1.5,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-07-01,7,,,0,,,0,638256.0,37.04,1,1,0,1,37.04,20.99,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,8,2021-08,2021-08,3,,,791896.0,3.8333333333333335,,1.8,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-08-01,8,,,0,,,0,791896.0,52.78,1,1,0,1,52.78,35.5,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,9,2021-09,2021-09,3,,,738422.0,3.7000000000000006,,2.25,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-09-01,9,,,0,,,0,738422.0,48.15,1,1,0,1,48.15,45.99,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,10,2021-10,2021-10,4,,,712734.0,3.4333333333333336,,2.65,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-10-01,10,,,0,,,0,712734.0,46.3,1,1,0,1,46.3,49.08,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,11,2021-11,2021-11,4,,,493453.0,3.266666666666667,,3.8,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-11-01,11,,,0,,,0,493453.0,21.3,1,1,0,1,21.3,38.58,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2021,12,2021-12,2021-12,4,,,335595.0,3.4,,4.3,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2021-12-01,12,,,0,,,0,335595.0,14.81,1,1,0,1,14.81,27.47,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2022,1,2022-01,2022-01,1,,,242195.0,3.466666666666667,,5.4,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2022-01-01,1,,,0,,,0,242195.0,11.11,1,1,0,1,11.11,15.74,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2022,2,2022-02,2022-02,1,,,345389.0,3.6666666666666665,,5.45,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2022-02-01,2,,,0,,,0,345389.0,15.74,1,1,0,1,15.74,13.89,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2022,3,2022-03,2022-03,1,,,448634.0,3.5666666666666664,,5.55,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2022-03-01,3,,,0,,,0,448634.0,18.52,1,1,0,1,18.52,15.12,very low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2022,4,2022-04,2022-04,2,,,694893.0,3.633333333333333,,6.6,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2022-04-01,4,,,0,,,0,694893.0,44.44,1,1,0,1,44.44,26.23,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
