conflict_resolution_id,entity_scope,outlet_id,outlet_name,therapist_id,therapist_name,treatment_category,treatment_variant,session_duration_min,treatment_key,market_context,period_type,period_start,period_end,rolling_window_weeks,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,external_demand_proxy_index,external_stress_flag,revenue_eur,utilization_percent,yield_eur_per_sold_hour,revpath_eur_per_available_hour,bookings_count,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,schedule_adherence_percent,therapist_consistency_score_0_100,treatment_health_score_0_100,conflict_case_flag,conflict_pattern_code,conflict_pattern_group,conflict_priority_level,primary_tradeoff_dimension,secondary_tradeoff_dimension,root_cause_hypothesis,root_cause_confidence_level,recommended_resolution_path,manager_action_route,pricing_action_flag,staffing_action_flag,training_action_flag,retention_action_flag,governance_review_flag,burnout_guardrail_flag,leakage_risk_flag,score_confidence_level,sample_size_observations,dependency_coverage_flag,qa_status,audit_note,status
CRL_00048,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,52.0,50.0,50.0,1.02,no,595.8,52.94,66.2,35.05,12,39.8,12.74,6.49,7.02,3.36,1.04,81.28999999999999,75.78,66.95,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00049,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,64.0,69.5,69.5,1.02,no,779.88,60.0,64.99,38.99,12,46.87,19.58,8.08,8.41,2.79,1.29,81.28999999999999,75.78,68.27,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00050,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,82.0,72.0,72.0,1.02,no,957.84,60.0,79.82,47.89,12,39.72,17.99,13.51,7.19,3.07,2.91,81.28999999999999,75.78,69.93,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00051,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,64.0,76.0,76.0,0.97,no,752.88,60.0,62.74,37.64,12,40.13,22.28,6.32,10.03,3.56,1.49,86.815,75.64500000000001,65.56,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00052,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,69.0,77.5,77.5,0.97,no,818.52,60.0,68.21,40.93,12,49.29,19.33,12.55,10.36,3.39,2.16,86.815,75.64500000000001,68.6,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00053,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,78.0,80.0,80.0,0.97,no,958.56,60.0,79.88,47.93,12,42.13,13.11,7.21,8.14,4.16,3.72,86.815,75.64500000000001,71.7,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00054,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,94.0,100.0,100.0,0.97,no,1051.08,60.0,87.59,52.55,12,44.1,25.52,6.28,6.98,3.61,1.21,86.815,75.64500000000001,73.5,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00055,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,95.0,90.0,90.0,0.97,no,672.63,52.24,76.87,40.16,7,47.9,26.04,14.82,7.73,2.48,3.09,86.815,75.64500000000001,66.36,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,7,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00056,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-02-09,2026-02-15,12,accessible_premium,58.0,85.0,85.0,0.97,no,703.2,60.0,58.6,35.16,12,51.91,27.85,10.95,7.73,2.59,3.25,86.815,75.64500000000001,63.02,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00057,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-02-09,2026-02-15,12,traffic_builder,34.0,75.0,75.0,0.97,no,394.56,52.94,43.84,23.21,12,51.68,18.86,15.01,9.71,2.92,3.79,86.815,75.64500000000001,54.73,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00058,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,52.0,50.0,50.0,0.97,no,627.36,52.94,69.71,36.9,12,51.16,17.12,16.75,7.01,4.05,2.52,86.815,75.64500000000001,69.29,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00059,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,64.0,69.5,69.5,0.97,no,744.12,60.0,62.01,37.21,12,44.11,27.2,17.41,6.64,4.05,1.27,86.815,75.64500000000001,67.54,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00060,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-02-09,2026-02-15,12,premium_core,82.0,72.0,72.0,0.97,no,971.52,60.0,80.96,48.58,12,44.26,22.76,15.03,9.13,3.14,1.88,86.815,75.64500000000001,70.91,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00061,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,64.0,76.0,76.0,0.91,no,710.49,57.89,64.59,37.39,11,39.6,20.79,11.3,10.96,2.9,2.48,85.84,73.945,64.71,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00062,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,69.0,77.5,77.5,0.91,no,773.3,57.89,70.3,40.7,11,50.87,21.89,7.21,9.2,2.95,1.43,85.84,73.945,68.29,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00063,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,78.0,80.0,80.0,0.91,no,805.2,57.89,73.2,42.38,11,49.98,13.3,7.02,10.6,2.87,3.47,85.84,73.945,69.88,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00064,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,94.0,100.0,100.0,0.91,no,1063.59,57.89,96.69,55.98,11,53.84,27.78,15.04,9.3,3.46,3.44,85.84,73.945,75.71,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00065,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,95.0,90.0,90.0,0.91,no,551.52,48.39,73.54,35.58,6,44.05,26.5,7.33,8.13,4.27,2.68,85.84,73.945,63.61,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,6,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00066,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-02-16,2026-02-22,12,accessible_premium,58.0,85.0,85.0,0.91,no,624.8,57.89,56.8,32.88,11,40.58,13.88,13.79,7.85,3.66,1.17,85.84,73.945,59.52,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00067,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-02-16,2026-02-22,12,traffic_builder,34.0,75.0,75.0,0.91,no,375.76,50.77,45.55,23.12,11,42.19,25.9,8.68,10.13,4.64,2.12,85.84,73.945,53.1,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00068,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,52.0,50.0,50.0,0.91,no,587.07,50.77,71.16,36.13,11,51.87,20.44,17.92,7.85,4.66,1.13,85.84,73.945,68.68,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00069,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,64.0,69.5,69.5,0.91,no,659.89,57.89,59.99,34.73,11,48.75,23.13,11.45,10.02,4.66,2.57,85.84,73.945,66.18,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00070,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-02-16,2026-02-22,12,premium_core,82.0,72.0,72.0,0.91,no,895.51,57.89,81.41,47.13,11,43.18,27.21,16.68,10.14,4.52,1.14,85.84,73.945,69.87,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00071,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,64.0,76.0,76.0,1.05,no,811.72,61.9,62.44,38.65,13,46.7,17.65,13.0,7.48,2.15,1.56,89.0,75.77000000000001,67.3,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00072,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,69.0,77.5,77.5,1.05,no,841.23,61.9,64.71,40.06,13,47.86,16.95,15.77,8.9,3.57,3.09,89.0,75.77000000000001,68.62,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00073,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,78.0,80.0,80.0,1.05,no,1012.44,61.9,77.88,48.21,13,54.48,23.61,13.36,5.65,3.42,3.47,89.0,75.77000000000001,74.32,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00074,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,94.0,100.0,100.0,1.05,no,1187.55,61.9,91.35,56.55,13,39.71,18.02,15.73,8.73,3.33,1.14,89.0,75.77000000000001,74.66,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00075,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,95.0,90.0,90.0,1.05,no,684.11,52.24,78.18,40.84,7,53.35,25.47,16.06,5.6,2.79,2.14,89.0,75.77000000000001,67.36,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,7,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00076,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-02-23,2026-03-01,12,accessible_premium,58.0,85.0,85.0,1.05,no,736.58,61.9,56.66,35.08,13,53.12,25.01,18.0,6.66,2.15,1.17,89.0,75.77000000000001,63.76,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00077,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-02-23,2026-03-01,12,traffic_builder,34.0,75.0,75.0,1.05,no,455.13,54.93,46.68,25.64,13,51.83,15.96,11.41,7.22,3.14,3.83,89.0,75.77000000000001,56.49,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00078,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,52.0,50.0,50.0,1.05,no,637.39,54.93,65.37,35.91,13,48.99,21.89,10.3,8.82,2.81,1.69,89.0,75.77000000000001,69.3,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00079,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,64.0,69.5,69.5,1.05,no,783.25,61.9,60.25,37.3,13,47.61,25.63,12.62,7.69,2.64,3.32,89.0,75.77000000000001,68.56,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00080,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-02-23,2026-03-01,12,premium_core,82.0,72.0,72.0,1.05,no,1051.18,61.9,80.86,50.06,13,39.75,24.08,13.44,8.51,2.41,1.4,89.0,75.77000000000001,71.55,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,13,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00081,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,64.0,76.0,76.0,0.92,no,768.36,60.0,64.03,38.42,12,44.61,21.44,10.71,8.45,2.91,1.04,85.015,73.94999999999999,66.44,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00082,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,69.0,77.5,77.5,0.92,no,806.28,60.0,67.19,40.31,12,51.54,18.34,13.47,11.22,3.34,2.54,85.015,73.94999999999999,68.56,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00083,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,78.0,80.0,80.0,0.92,no,951.24,60.0,79.27,47.56,12,46.87,16.13,11.51,11.4,2.93,3.78,85.015,73.94999999999999,72.2,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00084,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,94.0,100.0,100.0,0.92,no,1159.56,60.0,96.63,57.98,12,42.84,13.21,7.55,9.57,3.3,2.9,85.015,73.94999999999999,74.95,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00085,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,95.0,90.0,90.0,0.92,no,626.99,52.24,71.66,37.43,7,40.75,17.53,16.76,8.21,2.92,2.92,85.015,73.94999999999999,63.89,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,7,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00086,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-01-05,2026-01-11,12,accessible_premium,58.0,85.0,85.0,0.92,no,680.28,60.0,56.69,34.01,12,39.65,14.7,9.34,10.27,2.98,1.58,85.015,73.94999999999999,60.52,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00087,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-01-05,2026-01-11,12,traffic_builder,34.0,75.0,75.0,0.92,no,386.64,52.94,42.96,22.74,12,41.24,17.83,12.04,7.95,2.88,2.38,85.015,73.94999999999999,53.29,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00088,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,52.0,50.0,50.0,0.92,no,623.4,52.94,69.27,36.67,12,39.25,25.98,17.05,7.76,4.24,2.88,85.015,73.94999999999999,68.08,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00089,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,64.0,69.5,69.5,0.92,no,718.92,60.0,59.91,35.95,12,41.95,15.35,10.45,8.71,4.25,3.24,85.015,73.94999999999999,66.22,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00090,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-01-05,2026-01-11,12,premium_core,82.0,72.0,72.0,0.92,no,962.76,60.0,80.23,48.14,12,50.96,12.59,9.03,10.07,3.38,2.39,85.015,73.94999999999999,71.09,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00091,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,64.0,76.0,76.0,0.88,yes,704.99,57.89,64.09,37.1,11,40.4,19.16,12.39,11.98,3.98,2.6,90.86500000000001,75.10499999999999,64.57,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00092,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,69.0,77.5,77.5,0.88,yes,724.24,57.89,65.84,38.12,11,43.84,15.38,9.93,9.48,3.71,1.06,90.86500000000001,75.10499999999999,66.1,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00093,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,78.0,80.0,80.0,0.88,yes,808.17,57.89,73.47,42.54,11,51.31,19.98,7.04,11.96,4.15,3.04,90.86500000000001,75.10499999999999,70.31,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00094,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,94.0,100.0,100.0,0.88,yes,1017.17,57.89,92.47,53.54,11,40.72,16.54,10.36,10.75,4.45,2.29,90.86500000000001,75.10499999999999,72.63,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00095,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,95.0,90.0,90.0,0.88,yes,661.43,52.24,75.59,39.49,7,47.53,15.8,7.22,10.68,3.67,3.96,90.86500000000001,75.10499999999999,65.48,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,7,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00096,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,accessible_premium,58.0,85.0,85.0,0.88,yes,603.13,57.89,54.83,31.74,11,43.25,14.77,16.76,9.38,3.28,1.56,90.86500000000001,75.10499999999999,59.37,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
